pub,主题码,主题名,标题_中文,country,year
US10817057B2,C32,脑电信号评估分析,信息处理设备、信息处理方法和程序,美国,2017
US10827981B2,C32,脑电信号评估分析,用于评估用户对应刺激的认知负荷的系统和方法,美国,2014
US10986992B2,C32,脑电信号评估分析,用于在显示系统中定制控制器的动态显示系统和方法,美国,2017
US11771955B2,C32,脑电信号评估分析,使用虚拟现实系统进行神经功能分析和治疗的系统和方法,美国,2022
US12514483B2,C32,脑电信号评估分析,封闭环境中投影内容评估方法、装置及存储介质,美国,2019
US20020188217A1,C32,脑电信号评估分析,脑功能的脑指纹图谱，测量，评估和分析的方法和装置,美国,2002
US20030013981A1,C32,脑电信号评估分析,一种神经认知功能脑电测量方法及系统,美国,2002
US20030153841A1,C32,脑电信号评估分析,一种神经功能检测方法,美国,2003
US20040059241A1,C32,脑电信号评估分析,使用定量蛋来分类和治疗生理脑失衡的方法,美国,2003
US20040152995A1,C32,脑电信号评估分析,用于评估注意缺陷的方法，装置和计算机程序产品,美国,2003
US20090024447A1,C32,脑电信号评估分析,使用中枢神经系统、自主神经系统和效应器数据分析营销和娱乐效果,美国,2008
US20110144519A1,C32,脑电信号评估分析,用于神经病学监测和改进神经病学状态的分类和治疗的系统和方法,美国,2009
US2012150545A1,C32,脑电信号评估分析,用于神经系统健康生理评估的脑机接口测试组,美国,2011
US20150079578A1,C32,脑电信号评估分析,神经功能商数,美国,2013
US20200015696A1,C32,脑电信号评估分析,用于认知健康评估的系统和方法,美国,2019
US2020178834A1,C32,脑电信号评估分析,用于确定精神障碍可能性/可能性的系统、方法和计算机可访问介质,美国,2018
US20220142546A1,C32,脑电信号评估分析,用于认知健康评估的系统和方法,美国,2022
US20220175275A1,C32,脑电信号评估分析,基于增强现实和脑机接口的下肢康复系统。,美国,2021
US2022273226A1,C32,脑电信号评估分析,封闭环境中投影内容评估方法、装置及存储介质,美国,2019
US20260083375A1,C32,脑电信号评估分析,核心认知功能认知健康评估,美国,2025
US5181520A,C32,脑电信号评估分析,用于分析脑电图的方法和装置,美国,1990
US5392788A,C32,脑电信号评估分析,一种从脑波数据解释概念和概念思维并辅助诊断脑波功能障碍的方法和装置,美国,1993
US8392254B2,C32,脑电信号评估分析,消费者体验评估系统,美国,2008
US8577451B2,C32,脑电信号评估分析,用于神经病学监测和改进神经病学状态的分类和治疗的系统和方法,美国,2009
US9101276B2,C32,脑电信号评估分析,使用时域测量分析脑模式,美国,2007
US9149214B2,C32,脑电信号评估分析,烦恼判断系统、装置、方法和程序,美国,2012
WO2008091323A1,C32,脑电信号评估分析,基于脑波信号处理系统定量评估精神状态的方法和装置,世界知识产权组织,2007
WO2018088187A1,C32,脑电信号评估分析,信息处理设备、信息处理方法和程序,世界知识产权组织,2017
WO2021141262A1,C32,脑电信号评估分析,通过使用可佩戴显示器改善认知功能的方法，装置和系统,世界知识产权组织,2020
WO2021147292A1,C32,脑电信号评估分析,联合脑电和眼动并结合用户相似度的产品设计方案决策方法,世界知识产权组织,2020
WO2023114767A1,C32,脑电信号评估分析,评估大脑对口语反应的系统和方法,世界知识产权组织,2022
WO2024246871A1,C32,脑电信号评估分析,核心认知功能评估,世界知识产权组织,2024
WO2024249822A1,C32,脑电信号评估分析,用于评估大脑对口语的反应的系统和方法,世界知识产权组织,2024
CA3082656A1,C33,神经信号采集解码,神经接口,加拿大,2018
CA3237603A1,C33,神经信号采集解码,闭环神经接口，用于疼痛控制,加拿大,2022
CN106030642A,C33,神经信号采集解码,认知与情感人机界面,中国,2015
CN108937924A,C33,神经信号采集解码,脑电帽伸缩式脑电采集干电极和系统,中国,2018
CN109816630A,C33,神经信号采集解码,基于迁移学习的fMRI视觉编码模型构建方法,中国,2018
CN109816630B,C33,神经信号采集解码,基于迁移学习的fMRI视觉编码模型构建方法,中国,2018
CN109828656A,C33,神经信号采集解码,一种基于脑电波监测并调整用户兴奋程度虚拟现实系统,中国,2017
CN114207556B,C33,神经信号采集解码,用于将大脑状态连续解码为免持装置中多自由度控制信号的系统和方法,中国,2020
CN114224366A,C33,神经信号采集解码,-,中国,2021
CN114224366B,C33,神经信号采集解码,-,中国,2021
CN114401670A,C33,神经信号采集解码,基于产品诱发的大脑状态测量的产品配方评估的无创系统和方法,中国,2020
CN114698389A,C33,神经信号采集解码,-,中国,2020
CN114981759B,C33,神经信号采集解码,-,中国,2021
CN115481650A,C33,神经信号采集解码,基于注意力检测的安全生产监控方法、装置及电子设备,中国,2022
CN116269412A,C33,神经信号采集解码,一种基于忆阻器的高密度MEA神经信号采集处理电路,中国,2023
CN120994068A,C33,神经信号采集解码,脑机接口,中国,2020
CN206147520U,C33,神经信号采集解码,-,中国,2016
EP3710989A1,C33,神经信号采集解码,神经接口,欧洲专利局,2018
EP3880071A1,C33,神经信号采集解码,韧性训练,欧洲专利局,2019
EP3994554A1,C33,神经信号采集解码,用于手部免提设备中多自由度控制信号的连续脑状态解码的系统和方法,欧洲专利局,2020
EP4004691A1,C33,神经信号采集解码,脑-计算机接口,欧洲专利局,2020
EP4193912B1,C33,神经信号采集解码,用于监测受试者大脑神经活动的方法和系统,欧洲专利局,2012
IL256068A,C33,神经信号采集解码,脑机接口的图像分类,以色列,2017
IN202541038393A,C33,神经信号采集解码,使用无监督学习增强睡眠障碍分类并扩展数据集以提高准确性和适应性,印度,2025
IN202541039300A,C33,神经信号采集解码,神经形态与脑机接口,印度,2025
IN202541058441A,C33,神经信号采集解码,基于深度学习的脑电图信号解码方法,印度,2025
IN202541125967A,C33,神经信号采集解码,基于脑电图（EEG）的脑机接口系统，采用机器学习与深度学习算法用于辅助技术,印度,2025
IN202641043107A,C33,神经信号采集解码,利用智能人工智能代理进行个性化神经指令生成的脑机接口系统,印度,2026
JP2023519968A,C33,神经信号采集解码,用于使用检测到的神经相关信号的变化来控制装置的系统和方法,日本,2021
JP7478752B2,C33,神经信号采集解码,基于产品诱导的脑状态测量来评估产品成分的非侵入性系统和方法,日本,2020
JP7781766B2,C33,神经信号采集解码,用于使用检测到的神经相关信号的变化来控制设备的系统和方法,日本,2021
KR1020220036368A,C33,神经信号采集解码,脑机接口,韩国,2020
KR102820566B1,C33,神经信号采集解码,脑-计算机接口,韩国,2020
KR20210045467A,C33,神经信号采集解码,基于深度神经网络的精神行为属性识别电子设备,韩国,2019
KR20220036368A,C33,神经信号采集解码,脑-计算机接口,韩国,2020
KR20250090382A,C33,神经信号采集解码,脑机接口,韩国,2020
US10058263B2,C33,神经信号采集解码,神经接口,美国,2015
US10386924B2,C33,神经信号采集解码,用于触觉神经接口的系统和方法,美国,2018
US10653330B2,C33,神经信号采集解码,处理神经信号的系统和方法,美国,2019
US11635815B2,C33,神经信号采集解码,神经接口,美国,2018
US11691015B2,C33,神经信号采集解码,用于神经调节的系统,美国,2020
US12045389B2,C33,神经信号采集解码,脑-计算机接口,美国,2020
US12053291B2,C33,神经信号采集解码,用于基于产品引发的脑状态测量的产品配方评估的非侵入性系统和方法,美国,2021
US12131659B2,C33,神经信号采集解码,个性化数据教育系统,美国,2023
US12340018B2,C33,神经信号采集解码,脑-计算机接口,美国,2024
US12377274B2,C33,神经信号采集解码,神经反应的插值方法,美国,2022
US12433527B1,C33,神经信号采集解码,预测患者对多种CNS疾病干预方式的反应,美国,2024
US20050070810A1,C33,神经信号采集解码,用于检测神经信号和使用神经信号驱动外部功能的装置和方法,美国,2003
US20110004412A1,C33,神经信号采集解码,神经心理模式分析和建模的临床应用,美国,2008
US20110213266A1,C33,神经信号采集解码,闭环神经活动触发康复装置及方法,美国,2010
US20120302856A1,C33,神经信号采集解码,用于无线硬膜外记录的分布式微创神经接口,美国,2010
US2014228702A1,C33,神经信号采集解码,神经生理学数据的功能分析,美国,2014
US2019090772A1,C33,神经信号采集解码,基于神经映射预测思想,美国,2017
US2019246929A1,C33,神经信号采集解码,处理神经信号的系统和方法,美国,2019
US2019262612A1,C33,神经信号采集解码,用于恢复和增强脑功能的神经协处理器及相关系统和方法,美国,2017
US2019294245A1,C33,神经信号采集解码,可控设备的神经控制,美国,2018
US2020222010A1,C33,神经信号采集解码,深度思维分析系统和方法,美国,2020
US2020373001A1,C33,神经信号采集解码,用于检测脑电图反应的可穿戴传感器系统,美国,2018
US2022276707A1,C33,神经信号采集解码,脑机接口,美国,2020
US2023368684A1,C33,神经信号采集解码,个性化数据教育系统,美国,2023
US2024036649A1,C33,神经信号采集解码,神经接口,美国,2023
US2024152208A1,C33,神经信号采集解码,脑机接口,美国,2024
US2024304098A1,C33,神经信号采集解码,个性化教育系统,美国,2024
US20250251796A1,C33,神经信号采集解码,脑-计算机接口,美国,2025
US5299118A,C33,神经信号采集解码,用于分析长期生理多导记录的方法和系统,美国,1991
US6230049B1,C33,神经信号采集解码,具有多个电极的用于EEG监测和电刺激的集成系统,美国,1999
US63370920P0,C33,神经信号采集解码,尝试语音的神经解码,美国,2022
US6654633B2,C33,神经信号采集解码,一种移动式神经信号数据采集系统及方法,美国,2001
US8165684B2,C33,神经信号采集解码,癫痫无线监测系统,美国,2008
US8706205B2,C33,神经信号采集解码,神经生理学数据的功能分析,美国,2008
US8954144B2,C33,神经信号采集解码,混合聚类神经接口系统,美国,2012
US9826914B2,C33,神经信号采集解码,神经生理数据的功能分析,美国,2014
US9854987B2,C33,神经信号采集解码,用于无线硬膜外记录的分布式微创神经接口,美国,2010
WO2012145142A2,C33,神经信号采集解码,使用神经分析控制电子设备,世界知识产权组织,2012
WO2012145142A3,C33,神经信号采集解码,利用神经分析控制电子设备,世界知识产权组织,2012
WO2019092456A1,C33,神经信号采集解码,神经接口,世界知识产权组织,2018
WO2020095111A1,C33,神经信号采集解码,用于感测神经元活动输入和路径之间的平衡以及神经调节的方法和系统,世界知识产权组织,2019
WO2021019088A1,C33,神经信号采集解码,脑-计算机接口,世界知识产权组织,2020
WO2021125693A1,C33,神经信号采集解码,脑电波测量头帽,世界知识产权组织,2020
WO2023081218A1,C33,神经信号采集解码,闭环神经接口，用于疼痛控制,世界知识产权组织,2022
WO2024036213A1,C33,神经信号采集解码,从神经活动解码语音的系统和方法,世界知识产权组织,2023
WO2026089575A1,C33,神经信号采集解码,颅穿式神经柔性电极,世界知识产权组织,2025
CA2606870C,C34,脑电图像生成与映射,近实时大脑皮层电活动的三维定位、显示、记录及分析,加拿大,2006
CN104434140A,C34,脑电图像生成与映射,评价信息系统及利用此系统的评价方法,中国,2014
CN108992065A,C34,脑电图像生成与映射,脑电波能量可视化设备,中国,2018
CN109044349A,C34,脑电图像生成与映射,脑电波可视化设备,中国,2018
CN111132600A,C34,脑电图像生成与映射,利用磁共振成像(MRI)融合脑电图(EEG)模型进行病情发作表征,中国,2018
CN111543949A,C34,脑电图像生成与映射,一种基于脑磁图与脑电图的儿童ASD诊断装置,中国,2020
CN111543949B,C34,脑电图像生成与映射,一种基于脑磁图与脑电图的儿童ASD诊断装置,中国,2020
CN112200912A,C34,脑电图像生成与映射,基于电阻抗成像和脑电图信号的脑部成像系统及其方法,中国,2020
CN113918008A,C34,脑电图像生成与映射,一种基于源空间脑磁信号解码的脑机接口系统及应用方法,中国,2021
CN113918008B,C34,脑电图像生成与映射,-,中国,2021
CN114677379A,C34,脑电图像生成与映射,基于人工智能的头皮脑电图致痫区的定位方法,中国,2022
CN114677379B,C34,脑电图像生成与映射,基于人工智能的头皮脑电图致痫区的定位方法,中国,2022
CN116712085A,C34,脑电图像生成与映射,基于脑电图的阿尔茨海默和额颞叶痴呆诊断方法和装置,中国,2023
CN116712085B,C34,脑电图像生成与映射,基于脑电图的阿尔茨海默和额颞叶痴呆诊断装置,中国,2023
CN118537654A,C34,脑电图像生成与映射,一种基于多视角特征表达及优选的跨任务EEG解码方法,中国,2024
CN118541083A,C34,脑电图像生成与映射,在磁共振引导下对幻肢的虚拟现实运动模式的选择,中国,2022
CN119478100A,C34,脑电图像生成与映射,一种基于自回归预训练和特征对齐的脑电图像生成方法,中国,2024
CN119718073A,C34,脑电图像生成与映射,基于脑机接口和眼动技术的虚拟现实交互方法及边缘设备,中国,2024
CN120129492A,C34,脑电图像生成与映射,基于脑电图信号的认知增强系统和方法,中国,2023
CN120219765A,C34,脑电图像生成与映射,-,中国,2025
CN120852569A,C34,脑电图像生成与映射,一种基于脑电信号的视觉想象图像重建方法、系统及装置,中国,2025
CN120852569B,C34,脑电图像生成与映射,一种基于脑电信号的视觉想象图像重建方法、系统及装置,中国,2025
CN121564129A,C34,脑电图像生成与映射,-,中国,2025
CN121614026A,C34,脑电图像生成与映射,-,中国,2025
CN204990187U,C34,脑电图像生成与映射,一种带脑电波控制功能的虚拟现实头盔,中国,2015
EP1885241B1,C34,脑电图像生成与映射,近实时三维定位、显示、记录和分析大脑皮层中的电活动,欧洲专利局,2006
EP4485395A1,C34,脑电图像生成与映射,基于脑电波活动数据的自适应提示定制方法,欧洲专利局,2024
IN202444048931A,C34,脑电图像生成与映射,基于脑电波活动数据的自适应提示定制方法,印度,2024
JP2019093008A5,C34,脑电图像生成与映射,估计脑中的网络活动的系统，网络中的脑活动的方法，网络程序的脑活动，以及学习模型脑活动,日本,2017
JP6742628B2,C34,脑电图像生成与映射,一种大脑皮层活动岛的方法,日本,2016
KR1020220011573A,C34,脑电图像生成与映射,用于创建用于学习人工智能模型的标准化脑电波图像的方法，装置和计算机程序,韩国,2021
KR1020220098533A,C34,脑电图像生成与映射,基于耳脑电语音成像的脑机接口数据采集方法及系统,韩国,2021
KR102363723B1,C34,脑电图像生成与映射,认知信息与视觉信息关联分析装置及方法,韩国,2019
KR102366534B1,C34,脑电图像生成与映射,创建标准化脑电图图像以学习人工智能模型的方法、装置和计算机程序,韩国,2021
KR102492342B1,C34,脑电图像生成与映射,使用脑电图信号的面部图像生成方法和装置,韩国,2021
KR102511641B1,C34,脑电图像生成与映射,基于语音想象的耳-脑电图脑机接口数据采集方法及其系统,韩国,2021
KR102513398B1,C34,脑电图像生成与映射,利用脑电波信号定量分析结果撰写脑电波阅读意见纸的装置及方法,韩国,2021
KR102758528B1,C34,脑电图像生成与映射,利用脑电波生成图像的装置和方法,韩国,2019
KR20210051055A,C34,脑电图像生成与映射,使用脑电波生成图像的装置和方法,韩国,2019
KR20210051056A,C34,脑电图像生成与映射,利用脑电波生成图像的装置和方法,韩国,2019
KR20210052986A,C34,脑电图像生成与映射,基于相关系数的使用分离脑电图通道对的认知任务分类设备和方法,韩国,2019
KR20210058496A,C34,脑电图像生成与映射,分析认知信息与视觉信息之间相关性的装置和方法,韩国,2019
KR20220064851A,C34,脑电图像生成与映射,基于思维图数据库的人机识别系统及方法及相同的人机识别方法,韩国,2020
US10327701B2,C34,脑电图像生成与映射,用于在MRI期间进行电生理信号递送和记录的装置和方法,美国,2005
US10959656B2,C34,脑电图像生成与映射,一种脑岛皮质活动的取样方法,美国,2017
US11890489B2,C34,脑电图像生成与映射,应用动态脑电图治疗神经系统异常,美国,2022
US12217487B2,C34,脑电图像生成与映射,用于生成图像的方法、装置、电子设备和介质,美国,2022
US12511872B2,C34,脑电图像生成与映射,商标相似度判定系统,美国,2022
US20080039737A1,C34,脑电图像生成与映射,在动机和情绪功能期间测量脑活动指数的方法和装置,美国,2007
US20080306397A1,C34,脑电图像生成与映射,用于MRI期间电生理信号递送和记录的装置和方法,美国,2005
US20100042011A1,C34,脑电图像生成与映射,大脑皮层电活动的三维定位、显示、记录和分析,美国,2007
US2017340230A1,C34,脑电图像生成与映射,使用脑电波的相似性评估方法、评估设备、评估系统及程序,美国,2015
US2018103887A1,C34,脑电图像生成与映射,用于采样脑岛皮层活动的方法,美国,2017
US20190120918A1,C34,脑电图像生成与映射,使用来自其他受试者的附加成像数据从各个受试者的脑成像数据解码,美国,2017
US20250255531A1,C34,脑电图像生成与映射,碳纤维基导电硅胶海绵电极织物印刷电极连接线通用脑电图帽,美国,2023
US20250349092A1,C34,脑电图像生成与映射,用于增强现实的不对称内容呈现系统及方法,美国,2025
US2025090040A1,C34,脑电图像生成与映射,用于幻肢的虚拟现实运动模式的磁共振引导选择,美国,2022
US4498080A,C34,脑电图像生成与映射,用于多通道数据地形显示的装置和方法,美国,1983
US63510423P0,C34,脑电图像生成与映射,使用脑电波活动数据的自适应提示定制,美国,2023
US9179854B2,C34,脑电图像生成与映射,大脑皮层中电活动的三维定位、显示、记录和分析,美国,2007
WO2006122398A1,C34,脑电图像生成与映射,近实时时间的三-维定位，显示，记录，和所述脑皮层中的电活性分析,世界知识产权组织,2006
WO2020218013A1,C34,脑电图像生成与映射,信息处理设备，确定方法和确定程序,世界知识产权组织,2020
WO2023250309A3,C34,脑电图像生成与映射,用于运动和感觉恢复的植入式电皮质电图脑机接口系统,世界知识产权组织,2023
CA2428116C,C35,神经刺激参数优化,检测神经功能障碍,加拿大,2001
CN110585593A,C35,神经刺激参数优化,一种基于脑电信号反馈的多模式记忆巩固刺激设备,中国,2019
CN111200967B,C35,神经刺激参数优化,用于监测神经活动的系统和方法,中国,2018
CN113101517A,C35,神经刺激参数优化,植入式电极装置及其制备方法,中国,2021
CN113101517B,C35,神经刺激参数优化,植入式电极装置及其制备方法,中国,2021
CN117042678A,C35,神经刺激参数优化,用于监测神经病症的症状的设备、系统和方法,中国,2022
CN118001586A,C35,神经刺激参数优化,基于跨频耦合的多频段自适应同步调制刺激系统和方法,中国,2024
CN118576215A,C35,神经刺激参数优化,介入式脑电采集和电刺激方法及装置,中国,2024
CN118873156A,C35,神经刺激参数优化,一种基于脑电图测量临界闪烁融合频率的方法,中国,2024
CN118873156B,C35,神经刺激参数优化,一种基于脑电图测量临界闪烁融合频率的方法,中国,2024
CN119868794A,C35,神经刺激参数优化,植入电极及脑机接口装置,中国,2025
CN120815287A,C35,神经刺激参数优化,一种基于脑机接口技术的智能电针系统及其使用方法,中国,2025
CN121360335B,C35,神经刺激参数优化,一种植入式视神经脑机接口系统,中国,2025
DE102019209096A1,C35,神经刺激参数优化,用于连续修改的神经元信号系统,德国,2019
EP4140533B1,C35,神经刺激参数优化,基于模板的电生理信号源确定,欧洲专利局,2022
EP4637891A1,C35,神经刺激参数优化,基于测量的神经信号优化神经刺激的系统和方法,欧洲专利局,2023
JP2004275619A,C35,神经刺激参数优化,将视觉图像刺激传递到脑电波动画的方法和用于该方法的系统,日本,2003
KR20160041748A,C35,神经刺激参数优化,用于检测和分析P300脑电波的装置,韩国,2015
US10821285B2,C35,神经刺激参数优化,用于神经调节治疗的对偶带算法,美国,2018
US11344745B2,C35,神经刺激参数优化,使用动态脑电描记术治疗神经异常,美国,2021
US11363981B2,C35,神经刺激参数优化,用于治疗性神经调节的方法和系统,美国,2020
US11413460B2,C35,神经刺激参数优化,用于施加神经刺激的方法和装置,美国,2022
US11712564B2,C35,神经刺激参数优化,用于自动化深度脑刺激编程的系统和方法,美国,2021
US11771898B2,C35,神经刺激参数优化,癫痫发作分级及刺激参数选择,美国,2022
US11998748B2,C35,神经刺激参数优化,医疗系统中受损组件的识别,美国,2021
US12623080B2,C35,神经刺激参数优化,神经调节系统,美国,2023
US20040158298A1,C35,神经刺激参数优化,用于自动优化神经刺激器的刺激参数和电极配置的系统和方法,美国,2001
US20050154435A1,C35,神经刺激参数优化,关节式神经电极组件,美国,2004
US20060015153A1,C35,神经刺激参数优化,增强或影响神经刺激效率和/或功效的系统和方法,美国,2005
US20060149337A1,C35,神经刺激参数优化,医疗中用于组织刺激的系统和方法,美国,2006
US20070032834A1,C35,神经刺激参数优化,用于自动优化神经刺激器的刺激参数和电极配置的系统和方法,美国,2006
US20070088403A1,C35,神经刺激参数优化,建立用于神经刺激的参数的方法和系统,美国,2005
US20070142874A1,C35,神经刺激参数优化,使用基于粗纱的神经刺激的多症状医疗。,美国,2007
US20080269836A1,C35,神经刺激参数优化,借助作为局部生物电位函数的慢性适应性脑刺激治疗神经障碍的装置,美国,2006
US20090105784A1,C35,神经刺激参数优化,一种用于深部脑刺激的微型无线系统,美国,2008
US20100174329A1,C35,神经刺激参数优化,光和电联合神经刺激,美国,2009
US20100185256A1,C35,神经刺激参数优化,基于功能和/或结构测量来建立，调整和/或调制神经刺激参数的方法和系统,美国,2009
US2011152710A1,C35,神经刺激参数优化,自适应脑机接口设备,美国,2010
US20120041498A1,C35,神经刺激参数优化,用于增强或影响神经刺激效率和/或功效的系统和方法,美国,2011
US20120109262A1,C35,神经刺激参数优化,多电极神经刺激装置,美国,2011
US20140094674A1,C35,神经刺激参数优化,可植入无线神经装置,美国,2013
US20140222113A1,C35,神经刺激参数优化,用于增强或影响神经刺激效率和/或功效的系统和方法,美国,2013
US20140243931A1,C35,神经刺激参数优化,用于施加神经刺激的方法和装置,美国,2012
US20150297108A1,C35,神经刺激参数优化,利用反馈提高认知能力,美国,2014
US20150374999A1,C35,神经刺激参数优化,用于施加神经刺激的方法和装置,美国,2015
US20170001017A9,C35,神经刺激参数优化,用于施加神经刺激的方法和装置,美国,2015
US20180117335A1,C35,神经刺激参数优化,用于施加神经刺激的方法和装置,美国,2017
US2018020972A1,C35,神经刺激参数优化,用于校准非侵入性机械触觉和/或热神经刺激的装置和方法,美国,2016
US20190001140A1,C35,神经刺激参数优化,有效侵入性装置和方法的多段式神经刺激,美国,2016
US20190217113A1,C35,神经刺激参数优化,使用可植入神经刺激器个性化治疗神经病症的系统和方法,美国,2018
US20210346699A1,C35,神经刺激参数优化,用于自动深度脑刺激编程的系统和方法,美国,2021
US20240335663A1,C35,神经刺激参数优化,用于通过诱发电位放置导联的系统和方法,美国,2024
US5113870A,C35,神经刺激参数优化,用于通过解释P3响应来分析、显示和分类事件相关电位的方法和装置,美国,1990
US6161045A,C35,神经刺激参数优化,用于确定治疗癫痫发作的刺激参数的方法,美国,1999
US7050856B2,C35,神经刺激参数优化,神经刺激参数的变化,美国,2002
US7555344B2,C35,神经刺激参数优化,选择性神经刺激治疗癫痫,美国,2005
US8078281B2,C35,神经刺激参数优化,通过局部生物电作用的慢性适应性脑刺激治疗神经系统疾病的装置,美国,2006
US8364273B2,C35,神经刺激参数优化,强直性和爆发性刺激联合治疗神经系统疾病,美国,2008
US8412332B2,C35,神经刺激参数优化,用于脑深部刺激的微型无线系统,美国,2008
US8412335B2,C35,神经刺激参数优化,用于自动优化神经刺激器的刺激参数和电极配置的系统和方法,美国,2012
US8855775B2,C35,神经刺激参数优化,减少神经刺激系统中伪影的系统和方法,美国,2012
US9155892B2,C35,神经刺激参数优化,用于施加神经刺激的方法和装置,美国,2012
US9242094B2,C35,神经刺激参数优化,可植入前庭假体,美国,2014
US9943689B2,C35,神经刺激参数优化,神经刺激行为分析和参数化分析仪,美国,2015
US9974455B2,C35,神经刺激参数优化,用于估计神经募集的方法和装置,美国,2012
WO0238031A3,C35,神经刺激参数优化,系统和方法用于确定癫痫发作的刺激参数用于该处理,世界知识产权组织,2000
WO2012088482A1,C35,神经刺激参数优化,神经刺激系统用于需要刺激幅度估计用于电极的配置,世界知识产权组织,2011
WO2022174312A1,C35,神经刺激参数优化,用于监测神经病症的症状的设备，系统和方法,世界知识产权组织,2022
CN114343573A,C36,自适应神经刺激调控,一种面向药物成瘾患者的闭环数字药物系统、设备及介质,中国,2021
CN114504730A,C36,自适应神经刺激调控,基于深度学习的便携式脑控手部电刺激康复系统,中国,2022
CN119405966A,C36,自适应神经刺激调控,自适应神经调节睡眠优化系统、方法、穿戴设备及介质,中国,2024
CN120679086A,C36,自适应神经刺激调控,基于脑电意图识别的神经肌肉电刺激康复控制方法及系统,中国,2025
CN120679086B,C36,自适应神经刺激调控,基于脑电意图识别的神经肌肉电刺激康复控制方法及系统,中国,2025
EP1940508B1,C36,自适应神经刺激调控,通过装置的装置，用于治疗神经疾病慢性自适应脑刺激作为一种功能的局部biopotentials,欧洲专利局,2006
GB2596105A,C36,自适应神经刺激调控,实现刺激协议的系统和方法,英国,2020
IN202521020645A,C36,自适应神经刺激调控,通过睡眠增强学习：脑机接口在释放认知潜能中的作用,印度,2025
IN202641061373A,C36,自适应神经刺激调控,用于虚拟现实的硬件集成脑机接口系统，采用自适应小波变换,印度,2026
JP7784741B2,C36,自适应神经刺激调控,用于自适应深部脑刺激的系统和方法,日本,2021
KR101356625B1,C36,自适应神经刺激调控,基于微控制器的用于神经刺激的多通道实时反馈系统,韩国,2012
US10537737B2,C36,自适应神经刺激调控,自适应非侵入式交流脑刺激系统和方法,美国,2018
US20060212093A1,C36,自适应神经刺激调控,由生理治疗驱动的差异性神经刺激治疗,美国,2006
US20240285937A1,C36,自适应神经刺激调控,自适应闭环DBS刺激控制,美国,2024
US7483747B2,C36,自适应神经刺激调控,用于增强或影响神经刺激效率和/或功效的系统和方法,美国,2005
WO2007049105A1,C36,自适应神经刺激调控,通过装置的装置，用于治疗神经疾病慢性自适应脑刺激作为一种功能的局部biopotentials,世界知识产权组织,2006
WO2021194104A1,C36,自适应神经刺激调控,基于神经信号处理的自适应神经刺激系统，装置和方法,世界知识产权组织,2021
WO2022013827A2,C36,自适应神经刺激调控,用于自适应深部脑刺激的系统和方法,世界知识产权组织,2021
WO2025224540A1,C36,自适应神经刺激调控,对自适应深部脑刺激的调整,世界知识产权组织,2025
WO2025264492A1,C36,自适应神经刺激调控,基于脑电波的刺激优化系统,世界知识产权组织,2025
AU2018363296A1,C37,神经调节刺激控制,神经接口,澳大利亚,2018
CA2251852C,C37,神经调节刺激控制,装置和方法用于所述治疗的神经疾病,加拿大,1998
CN113289249A,C37,神经调节刺激控制,基于密集电极阵列的多目标脑区精确电刺激方法,中国,2021
CN114129893A,C37,神经调节刺激控制,一种多点位深部脑刺激电极的定向刺激方法,中国,2021
CN114129893B,C37,神经调节刺激控制,一种多点位脑深部电极模型的定向刺激仿真方法,中国,2021
CN115253072A,C37,神经调节刺激控制,一种多模式深脑电刺激精准神经调控系统及方法,中国,2022
CN117323537A,C37,神经调节刺激控制,一种用于精神状态调节的头盔,中国,2023
CN119499546A,C37,神经调节刺激控制,基于脑电特征的迷走神经刺激参数闭环调整方法和系统,中国,2024
CN119587890A,C37,神经调节刺激控制,一种用于增强工作记忆的经颅电刺激控制方法及系统,中国,2024
CN119587890B,C37,神经调节刺激控制,一种用于增强工作记忆的经颅电刺激控制方法及系统,中国,2024
CN119964819B,C37,神经调节刺激控制,自适应神经网络在个体化神经调控中的应用方法,中国,2025
CN120478839A,C37,神经调节刺激控制,一种基于跨区锁相刺激的多靶点经颅电刺激装置,中国,2025
CN120636693A,C37,神经调节刺激控制,基于脑机接口的交感神经型颈椎病自主神经调节增强方法,中国,2025
CN120814833A,C37,神经调节刺激控制,一种模拟针灸的经颅刺激放电及脑电采集系统,中国,2025
CN220385625U,C37,神经调节刺激控制,一种用于听觉脑机接口的电极阵列,中国,2023
EP3915470A1,C37,神经调节刺激控制,神经调节和/或神经刺激系统,欧洲专利局,2020
JP2016510230A,C37,神经调节刺激控制,底座的脑回路用于诱导睡眠的体感刺激器,日本,2014
KR20260011017A,C37,神经调节刺激控制,基于言语想象生物信号和音素信息恢复学习人工神经网络的方法、设备和程序,韩国,2024
US10940316B2,C37,神经调节刺激控制,使用诱发反应调节神经刺激强度的方法和装置,美国,2018
US11752342B2,C37,神经调节刺激控制,用于神经调节的系统,美国,2020
US11998740B2,C37,神经调节刺激控制,用于向脑网络提供个性化的靶向非侵入性刺激的系统和方法,美国,2023
US12357828B2,C37,神经调节刺激控制,用于计划和/或提供神经调节的系统,美国,2021
US20010029391A1,C37,神经调节刺激控制,神经系统的自适应电场调制,美国,2000
US20010051819A1,C37,神经调节刺激控制,用于治疗神经系统疾病的可植入装置,美国,2001
US20010056290A1,C37,神经调节刺激控制,响应性治疗神经障碍的方法,美国,2001
US20040073273A1,C37,神经调节刺激控制,神经系统的自适应电场调制,美国,2003
