pub,title,title_zh,摘要_中文,申请日,app_year,country,pub_date,主IPC分类号,IPC分类号,数据来源,是否主路径
CN106073768A,"High-sensitivity and non-invasive detecting,  analyzing and processing system for human brain cortex nerve electric signals",人脑皮层神经电信号高灵敏度无创性探测及分析处理系统,本发明涉及一种人脑皮层神经电信号高灵敏度无创性探测及分析处理系统，其主要技术特点是：包括全电磁屏蔽总线传输电极帽、数据总线接口信号放大器、模数转换器和计算机；全电磁屏蔽总线传输电极帽上安装有多个全电磁屏蔽短矩阵自导引自展开头皮微电极阵列模块，全电磁屏蔽短矩阵自导引自展开头皮微电极阵列模块由多个全电磁屏蔽自导引自展开头皮微电极按一定矩阵排列构成；计算机通过内部的信号数据实时分析处理系统进行分析处理。本发明设计合理，为无创性人脑计算机接口的建立提供了一种简便、可行、精确、可靠的解决方案，具有设计合理、操作简便、抗干扰能力强、无创、精确、实时等特点。,2016-05-31,2016.0,CN,2016-11-09,A61B5/0476,A61B5/0476; A61B5/0478,incoPat,False
CN107374622A,Flexible dry type electrode for collecting electroencephalograms and preparation method thereof,一种采集脑电信号的柔性干式电极及其制备方法,本发明涉及采集脑电信号的柔性干式电极及其制备方法。该电极包括电极本体和电联接件，其中电极本体包括电极底部和排布在电极底部上的阵列式结构探针；电联接件设置在电极底部，与阵列式结构探针分别位于电极底部相对的两个表面；阵列式结构探针包括若干沿着电极底部环形排布的探针，若干探针排布后所形成的探针阵列中探针的末端形成凹陷状的三维弧形曲面。本发明具有无需导电胶/膏、操作简单方便、阻抗低、长期稳定可靠、柔性、穿戴舒适安全、成本低、加工工艺简单的优点。,2017-06-16,2017.0,CN,2017-11-24,A61B5/0478,A61B5/0478,incoPat,False
US9996154B2,Apparatus and method of controlling display apparatus,控制显示设备的装置和方法,提供了一种控制显示设备的装置和方法。该方法包括：使用关于用户环境的信息向用户呈现刺激；从用户处获取响应于刺激的脑电图(EEG)信号；以及基于EEG信号控制显示设备。通过使用该控制显示设备的装置和方法，可以基于关于用户环境的信息向用户呈现适当类型的刺激。因此，用户可以方便地操作显示设备，并且可以根据用户的意图准确地操作显示设备。,2014-05-09,2014.0,US,2018-06-12,G06F3/0484,G06F3/0484; G06F3/01,BCI,False
KR20140133767A,Apparatus and method for controlling display apparatus,控制显示设备的装置和方法,本发明提供了一种方法，该方法利用用户环境信息向用户提供刺激，获取用户对该刺激的脑电图信号，并基于获取的脑电图信号控制显示设备；以及一种显示设备。根据本发明实施例的显示设备控制方法和显示设备，用户可以通过根据用户环境信息提供适当的刺激来更方便地控制显示设备，并根据用户意图以高精度控制显示设备。,2013-09-26,2013.0,KR,2014-11-20,G06F3/01,G06F3/01,BCI,False
US2014333529A1,Apparatus and method of controlling display apparatus,控制显示设备的装置和方法,提供了一种控制显示设备的装置和方法。该方法包括：通过使用关于用户环境的信息向用户呈现刺激；从用户处获得响应于该刺激的脑电图信号；以及基于该脑电图信号控制显示设备。通过使用该控制显示设备的装置和方法，可以基于关于用户环境的信息向用户呈现适当类型的刺激。因此，用户可以方便地操作显示设备，并且可以根据用户的意图准确地操作显示设备。,2014-05-09,2014.0,US,2014-11-13,G06F3/01,G06F3/01,BCI,False
JP6998959B2,Systems and methods for repetitive classification using neurophysiological signals,使用神经生理学信号进行重复分类的系统和方法,基于在从观察者的脑收集神经生理信号的同时作为视觉刺激呈现给观察者的图像来训练图像分类神经网络。神经生理信号是用于识别指示观察者在一个或多个图像中检测到目标的神经生理事件的处理，并且图像分类神经网络被训练为基于神经生理事件的识别来识别图像中的目标。,2017-12-21,2017.0,JP,2022-01-18,G06T7/00,G06T7/00; A61B5/245; A61B5/291; G06V10/764,incoPat,False
US2017270411A1,Brain Matching,大脑匹配,本发明称为大脑匹配，专注于通过心理生理反应进行个性和能力匹配。一般而言，本发明首先选择高度专业化的技能组和每个技能组的顶级表现者组。通过使用基本相同的测试（包括在一致测试环境中进行的大量刺激测试）进行心理生理刺激测试来分析各个组。刺激测试范围从数百到数千张图像，每张图像产生脑电波响应。神经网络、人工智能、深度学习计算机检查测试结果，将高度专业化的组与其他高度专业化的组进行比较，以将组的特征/响应共性缩减为模板。然后使用相同的刺激对测试对象进行测试。分析测试对象的测试结果与各个专业专家组的相关性。,2017-03-20,2017.0,US,2017-09-21,A61B5/04,A61B5/04; A61B5/00; G06N3/04; A61B5/0478; A61B5/0484; G06N3/08,BCI,False
WO2018164960A1,SENSORY EVOKED RESPONSE BASED ATTENTION EVALUATION SYSTEMS AND METHODS,基于感官诱发反应的注意力评估系统和方法,本文所述的系统和方法确定受试者对第一和第二感觉刺激的注意力指示。该系统通过计算受试者对刺激的神经反应与第一和第二感觉刺激的信号特征之间的统计关系，来确定受试者的感觉诱发反应。提取感觉诱发反应的幅度值，以确定受试者是关注还是忽略了感觉刺激。系统将选择引起更大注意力指示的刺激，然后触发计算机的进一步处理。这种处理可以包括选择未来内容以改进安全警告、教育材料或广告，或者进一步处理可以包括控制和导航脑机用户界面。,2018-03-02,2018.0,WO,2018-09-13,A61B5/0484,A61B5/16; A61B5/00; A61B5/0484,BCI,False
US11759146B2,Sensory evoked diagnostic for the assessment of cognitive brain function,感觉诱发诊断用于认知脑功能的评估,可以通过行为检查、评估或评估，或神经成像扫描来建立具有神经状况的患者的临床诊断和监测。 本文所述的系统和方法通过测量受试者对一种或多种自然感官刺激的神经反应来诊断受试者的认知功能。 该系统通过计算对象的神经信号与原始刺激信号或刺激的信号包络之间的统计比较来测量对象对自然感官刺激的感官诱发反应。 从受试者的感觉诱发反应中提取潜伏期值或其他信号特征，然后基于识别的潜伏期值或其他提取的信号特征对受试者的认知功能做出诊断。,2018-03-02,2018.0,US,2023-09-19,A61B5/00,A61B5/00; A61B5/05; A61B5/377; A61B5/378; A61B5/38,incoPat,False
US20200193299A1,SYSTEM AND METHOD FOR ITERATIVE CLASSIFICATION USING NEUROPHYSIOLOGICAL SIGNALS,使用神经生理信号迭代分类的系统和方法,一种训练图像分类神经网络的方法，包括：向观察者呈现第一多个图像作为视觉刺激，同时从观察者的大脑收集神经生理信号； 处理所述神经生理信号以识别神经生理事件，所述神经生理事件指示所述观察者在所述第一多个图像中的至少一个图像中对目标的检测； 基于神经生理事件的识别训练图像分类神经网络以识别图像中的目标； 以及将训练的图像分类神经网络存储在计算机可读存储介质中。,2017-12-21,2017.0,US,2020-06-18,G06N3/08,G06N3/08; G06F3/01; G06N3/04; G06N20/20; G06T7/00; G06V10/764,incoPat,False
US8239000B1,Dimensional approach to identifying emotional responses using functional brain imaging,利用脑功能成像识别情绪反应的维度方法,本发明涉及用于评估对刺激的情感响应的方法，例如营销通信。 本发明包括用于将情绪响应与脑成像数据相关联的方法、识别对刺激的情绪响应的方法以及用于识别对刺激的情绪响应的系统。 本发明可以结合心理非语言测量，例如ADSAM？，以及神经生理测量、功能脑成像，例如功能磁共振成像(FMRI)、正电子发射断层扫描(PET)或其他功能脑成像方式。 例如，在营销传播研究中，情感响应数据可以针对诸如产品概念、广告(概念和/或完成的广告)、产品属性、产品利益、品牌、标志、标签线、包装、音乐等。本发明的方法还可以用于评估对不同购买选项(例如，零售与在线)、生活方式问题、产品使用情况以及其他场景的情感响应。 在人事管理研究中，本发明的方法可用于测量员工满意度或员工士气。,2007-03-21,2007.0,US,2012-08-07,A61B5/05,A61B5/05,incoPat,False
CN113057639A,Flexible brain electrode and preparation method thereof,柔性脑电极及其制备方法,本申请提供一种柔性脑电极及其制备方法，其可以提高佩戴者的舒适性。同时，脑电极可以穿越头发，降低头发对界面阻抗和界面稳定性的干扰，提高信噪比。其技术方案为：一种柔性脑电极，包括柔性基底层、电极层和隔离层，其中：所述电极层位于所述柔性基底层和所述隔离层之间；所述电极层和所述柔性基底层的至少部分区域含有贯穿所述电极层和所述柔性基底层的多个第一镂空而形成第一网状结构；所述电极层包含多个金属电极；所述金属电极贴合到所述柔性基底层，所述金属电极的接触点含有贯穿所述电极层的多个第二镂空，所述多个第二镂空贯穿所述柔性基底层；所述接触点形成为第二网状结构；所述隔离层用于将所述多个金属电极彼此隔离。,2021-03-17,2021.0,CN,2021-07-02,A61B5/291,A61B5/291; C23C14/20; C23C14/58,incoPat,False
EP444150B1,SENSORY-DRIVEN CONTROLLER,传感驱动控制器,一种用于使人能够执行功能的无动力系统，包括被设计为检测作为呈现给人的刺激的结果的诱发响应电位的电路。 刺激的每个元素对应于一个外部因素或功能， 从而护理特定元件的人可以传达其仅通过检测其对刺激的脑电波响应来执行对应于该元件的外部因素或功能的愿望。 脑电波响应由电极检测，调节，并与预先校准的一组响应模板信号相关联，以导出对象所关注的元素，从而使所指示的因子或功能得以执行。,1989-11-17,1989.0,EP,1996-06-12,A61B5/0484,A61B5/0484; A61B5/0452; A61B5/0476; A61B5/16,incoPat,False
CN114176608B,A dry electrode EEG acquisition module and EEG acquisition system,一种干电极脑电采集模组及脑电采集系统,本发明涉及脑电采集技术领域，具体公开了一种干电极脑电采集模组及脑电采集系统。本发明提供的干电极脑电采集模组，安装单元与脑电帽连接，旋转连接单元能相对安装单元转动，可以使干电极的触点穿过头发更好的接触头皮，以降低阻抗；设置的弹性件能保证干电极与头皮充分接触，降低接触阻抗，有利于采集到高质量的脑电信号，且弹性件和安装单元相配合能起到缓冲的作用，防止干电极与头皮接触压力过大而磨损头皮组织，提高了干电极与头皮接触的舒适度，改善了用户体验。,2021-12-28,2021.0,CN,2024-04-30,A61B5/369,A61B5/369; A61B5/291; A61B5/256; A61B5/00,incoPat,False
CN106725464B,检测脑电信号的干电极系统,-,本发明提供了一种检测脑电信号的干电极系统，包括：信号采集模块，用于采集并输出原始脑电信号；前置放大模块，用于放大所述原始脑电信号，并输出脑电放大信号；电源模块，用于为前置放大模块供电，并将脑电放大信号输出至外界。本发明解决了常规脑电干电极接触电阻大，易受环境干扰的问题，同时能够方便、高效、准确地检测脑电信号，在神经性疾病诊疗、脑机接口及肢体康复方面具有广泛的应用前景。,2017-02-17,2017.0,CN,2019-12-03,A61B5/0478,A61B5/0478,BCI,False
JP2024526030A,Wireless soft scalp electronics and virtual reality systems for brain-machine interfaces,用于脑机接口的无线软头皮电子和虚拟现实系统,公开了一种示例性的无线软头皮电子系统和方法，其可以通过对运动想象（MI）脑信号或稳态视觉诱发电位（SSVEP）信号进行实时、连续分类（例如，通过训练好的神经网络）来为脑-机接口（BMI）或脑-计算机接口（BCI）执行命令。在一些实施例中，该示例性系统被配置为低轮廓、便携式系统，包括能够为脑-机接口控制器获取EEG信号的微针电极。微针电极可以被配置为柔软、不可察觉、无凝胶的表皮穿透微针电极，其可以提供改进的接触表面积和降低的电极阻抗密度，例如，以增强EEG信号和信号分类准确性。微针电极可以进一步与软电子器件集成，这些软电子器件可以局部安装在电极附近，以减少干扰性布线并提高信号采集质量。,2022-05-27,2022.0,JP,2024-07-17,G06F3/01,G06F3/01; A61B5/293; A61B5/262; A61B5/372,BCI,False
WO2023099962A1,BRAIN WAVE SENSING AND PROCESSING METHOD AND SYSTEM,脑电波感知处理方法及系统,一种脑电波感测处理方法及系统。 该系统使用具有增加的舒适度和改进的处理时间的电极。 所述电极包括具有从其延伸的多个支腿的基部，其中所述多个支腿相对于所述基部是柔性的。 本文公开并要求保护“半湿式”电极设计。 电极的主体由相对低成本的可3D打印材料构成。 该材料生产出高强度橡胶状聚合物电极，肖氏A硬度在70-80左右，以提高使用者的舒适度。 用于感测和处理脑电波的电极被配置为与头部装置(诸如紧密配合的帽)结合使用，该头部装置适于抵靠用户的头部支撑电极。,2022-11-30,2022.0,WO,2023-06-08,A61B5/00,A61B5/00; A61B5/31; A61B5/374,incoPat,False
CN101973508A,Flexible substrate MEMS technology-based electroencephalogram dry electrode array and preparation method thereof,基于柔性衬底MEMS技术的脑电图干电极阵列及其制备方法,一种微机电技术领域的一种基于柔性衬底MEMS技术的脑电图干电极阵列及其制备方法，其电极阵列包括：固定夹具以及固定于内的若干层脑电图干电极，该脑电图干电极包括：金属电极微针及电路层以及位于其两侧的第二金属种子层和第二聚酰亚胺层，金属电极微针表面包覆惰性金属层，第一聚酰亚胺层是脑电图干电极的柔性衬底。本发明工艺简单，成品率高；电极的位置可根据应用要求改变其排列；采用金属作为电极主体，机械强度高、阻抗小，柔性衬底图形化质量高，生物相容性好；采用电极的多层组装并使用夹具固定，制成电极的立体阵列，容易固定且屏蔽佳。,2010-09-17,2010.0,CN,2011-02-16,B81C1/00,B81C1/00; A61B5/0478,incoPat,False
CN213606414U,Dry electrode for electroencephalogram detection,用于脑电检测的干电极,本实用新型公开了一种用于脑电检测的干电极，涉及医学材料领域，该电极包括横截面为圆形的PCB板，PCB板开设有若干通孔，每个通孔内均设置有弹簧针，弹簧针包括针管和能够在针管内伸缩的针头，PCB板的顶面设置有用于与母扣配合使用的公扣，PCB板的外周套设有硅胶帽，针管穿过PCB板与公扣连接，针头穿过硅胶帽。本实用新型能够在保证脑电图检测结果准确性的前提下，提高检测的舒适度。,2020-10-26,2020.0,CN,2021-07-06,A61B5/262,A61B5/262; A61B5/291; A61B5/265,incoPat,False
CN110916651A,Skin dry electrode,一种皮肤干电极,本发明公开了一种皮肤干电极，包括记录电极、接地电极和参考电极，所述记录电极的一端、所述接地电极的一端和所述参考电极的一端相连后通过外接接口和信号采集设备连接，其中，所述记录电极、接地电极和参考电极分别包括导电织物、弹性支撑体和导电连接部，所述导电织物贴覆在所述弹性支撑体上，所述记录电极中的导电织物通过外接接口向所述信号采集设备提供电信号，所述接地电极中的导电织物通过外接接口向所述信号采集设备提供接地信号，所述参考电极中的导电织物通过外接接口向所述信号采集设备提供参考信号，可以长期使用，无需借助导电膏等粘性材料，无需专业人士，且制作简单、成本低，可以有效防止运动导致的接触阻抗变化。,2018-09-20,2018.0,CN,2020-03-27,A61B5/0408,A61B5/0408; A61B5/0478; A61B5/0492; A61B5/296,incoPat,False
US12144646B2,"Assembled,  downward-pressing,  multifunctional EEG cap",组装式下压多功能脑电图帽,本发明涉及一种组装的下压式多功能脑电图(EEG)帽，至少包括：帽主体，被配置为佩戴在患者的头部上，并且由多个构成块形成，其中，所述构成块中的每一个包括承载颅外电极的第一单元和第二单元，所述颅外电极用于检测来自所述患者的头部的相应区域的EEG信号，其中，所述第一单元和所述第二单元被配置为执行相对运动并且由此改变它们的相对位置，所述第一单元和所述第二单元被成形为适合患者头部的弯曲表面；所述组成块的所述第一单元通过设置在所述第一单元的至少一部分和所述第二单元的一部分之间的驱动系统可移动地连接到所述第二单元，其中位于所述第一单元和所述第二单元上的所述颅外电极被配置为至少跟随所述第一单元和所述第二单元之间在第一方向上的相对移动，以便朝向和/或远离所述患者头部上的EEG测量区域移动。,2021-06-03,2021.0,US,2024-11-19,A61B5/00,A61B5/00; A61B5/251; A61B5/274; A61B5/291; A61B5/369,incoPat,False
US2012150545A1,Brain-computer interface test battery for the physiological assessment of nervous system health,用于神经系统健康生理评估的脑机接口测试组,一组三个或更多个感觉和认知挑战任务主动或动态地挑战大脑以监测其状态，用于评估损伤、疾病或化合物效应等。该系统通过整合脑电图(EEG)、体感、神经心理学和/或认知刺激以及新颖的信号处理和显示，分析和评估个性化的生物特征脑健康特征。该系统还提供痴呆症的早期检测，包括阿尔茨海默病(AD)、血管性痴呆(VaD)、混合性痴呆(AD和VaD)、MCI以及其他痴呆型疾病，以及脑损伤状态如轻度创伤性脑损伤，并且可以提供相对于常规系统和方法的以下改进中的一些或全部，包括：(1)提高的灵敏度、特异性和整体准确性；(2)疾病和损伤的早期检测；以及(3)具有远程数据采集能力的增强便携性。,2011-12-15,2011.0,US,2012-06-14,G10L11/00,G10L11/00,BCI,False
EP2474263B1,Attaching device for holding dry electrodes for detecting EEG signals,连接装置用于保持干燥的电极，用于检测EEG信号;,一个电极，用于检测EEG信号包括一种体包含一种夹具的第一端部的所述本体上，和一种传感器可拆卸地保持通过所述的夹具，其中该主体具有一个外螺纹的部分中的所述主体从第一端部延伸的所述体向的第二端部的所述体，和该传感器具有一种刷状的形状与销伸出离该体。该电极可以被保持通过一种连接装置用于保持电极，用于检测EEG信号，该连接装置。包括一种带包括一种多个的孔用于容纳电极和一个旋转闭合连接的第一端; 该条带和一种第二的端部的所述的带。,2010-03-24,2010.0,EP,2013-05-22,A61B5/0478,A61B5/0478,incoPat,False
KR20160047746A,Method and System for Analyzing EEG Response to Video Stimulus to Media Facades,用于分析EEG对视频刺激的响应的方法和系统，用于媒体立面,本发明提供：一种用于分析对媒体立面图像刺激的脑电图反应的方法，以用定量数据验证不同的媒体立面图像刺激如何影响人类的情感反应；及其系统。通过测量受试者对不同媒体立面图像刺激的脑电图，本发明分析了包括脑电图频带活动、脑电图频带的脑区活动、脑电图频带的脑区相关性、按性别划分的脑电图频带活动等在内的反应特性。(110) 脑电波检测单元 (122) 放大单元 (124) 模数转换单元 (126) 编码单元 (128) 计算机接口单元 (131) 控制单元 (132) 快速傅里叶变换单元 (133) 存储单元 (134) 脑电波频带活动分析单元 (135) 显示单元 版权归KIPO 2016,2014-10-23,2014.0,KR,2016-05-03,A61B5/0476,A61B5/0478; A61B5/0476,BCI,False
EP4410210A3,SYSTEM FOR GENERATING A SENSORIAL STIMULUS,用于产生感觉刺激的系统,本发明涉及一种用于使用从对象获取的脑电图数据产生感觉刺激的方法，所述方法包括以下步骤：接收脑电图数据，所述脑电图数据包括从至少两个脑电图通道同时测量的至少两个脑电图信号；计算所述脑电图数据的连续历元上的α相位神经标记，所述α相位神经标记至少表示从所述至少两个脑电图通道记录的α波之间的相位相干性；以及使用输出发生器产生表示α相神经标志物的感觉刺激。,2018-09-18,2018.0,EP,2024-10-09,A61B5/377,A61B5/377,incoPat,False
GB2581455A,Neural response detector,神经反应检测器,各方面提供了基于神经元响应的人检测器装置， 其中所述设备被配置为在向实体呈现第一感觉信息期间从实体获取脑电信号， 以及将所获得的脑电信号与多个训练好的脑电信号分布图部分中的每一个进行比较，所述多个训练好的脑电信号分布图部分被标记为第一感觉信息，所述第一感觉信息表示不同人最常产生的脑电信号，作为向所述人呈现与所述第一感觉信息相对应的感觉信息的函数。 感官信息。 因此，所配置的处理器根据所获得的脑电信号与被标记为具有最高最常用权重的第一感觉信息的训练的脑电信号分布图部分的匹配强度来确定该实体是否是人。,2018-10-31,2018.0,GB,2020-08-19,G06K9/00,G06K9/00; A61B5/0484; G06N3/08,incoPat,False
CA3214642A1,Asynchronous brain computer interface in ar using steady-state motion visual evoked potential,使用稳态运动视觉诱发电位的增强现实异步脑机接口,公开了一种在增强现实环境中使用稳态运动视觉诱发电位刺激的方法和系统。从智能设备上的用户应用接收请求的刺激数据。还接收传感器数据和其他上下文数据，其中其他上下文数据包括未感测的数据。基于传感器数据和其他上下文数据，将请求的刺激数据转换为修改后的刺激。使用配置为混合修改后的刺激和环境刺激的渲染设备向用户呈现修改后的刺激和环境刺激，从而产生渲染后的刺激。从用户处接收响应于渲染后的刺激而产生的生物信号到可穿戴生物信号感测设备。基于修改后的刺激对接收到的生物信号进行分类，产生分类选择，并将其返回给用户应用。,2022-04-05,2022.0,CA,2022-10-13,A61B5/374,A61B5/374,BCI,False
US2017224245A1,System for diagnosing and treating neurological and psychological disorders,用于诊断和治疗神经及心理障碍的系统,一种医疗系统，包括用于获取脑电图信号的电极、用于放大脑电图信号的放大器、用于从脑电图信号生成数字化脑电图数据的模数转换器，以及用于处理数字化脑电图数据以基于数字化脑电图数据的频谱、时间和空间特征的组合生成神经或心理症状指示的处理器。该医疗系统还包括一个经颅电刺激器，其根据该指示调节刺激频率、强度或极性。,2016-02-09,2016.0,US,2017-08-10,A61B5/0476,A61B5/0476; A61N1/36; A61B5/11; A61B5/04,BCI,False
CN110139597B,A system and method for iterative classification using neuro-physiological signals,利用神经生理信号进行迭代分类的系统和方法,一种训练图像分类神经网络的方法，包括：将第一多个图像作为视觉刺激呈现给观察者，同时从观察者的大脑收集神经生理信号；处理神经生理信号以识别表示观察者在第一多个图像的至少一个图像中检测到目标的神经生理事件；基于神经生理事件的识别，训练图像分类神经网络以识别图像中的目标；以及将训练的图像分类神经网络存储在计算机可读存储介质中。,2017-12-21,2017.0,CN,2022-12-30,A61B5/388,A61B5/388; A61B5/369; G06T7/00; G06V10/764,incoPat,False
US12193824B2,Method and system for obtaining signals from dry EEG electrodes,用于从干脑电图电极获得信号的方法和系统,一种脑电图(EEG)系统，包括：支撑件，被配置成至少部分地围绕用户的头部定位；EEG电极，被配置成由支撑件支撑并且被定位成用于接触用户的皮肤；致动器，可操作地耦合到EEG电极并且被配置成在至少两个维度上移动电极，包括轴向维度和横向维度，以使得EEG电极能够在不同位置处接触皮肤；以及一个或多个物理处理器，可操作地与EEG电极和致动器连接。所述一个或多个物理处理器被编程有计算机程序指令，所述计算机程序指令在被执行时使所述一个或多个物理处理器：从所述EEG电极获得阻抗信号；以及基于所获得的阻抗信号与阻抗阈值的比较来致动所述致动器以移动所述EEG电极。,2018-06-27,2018.0,US,2025-01-14,A61B5/291,A61B5/291; A61B5/00; A61B5/0531,incoPat,False
US12599332B2,Non-invasive assessment of glymphatic flow and neurodegeneration from a wearable device,通过可穿戴设备对糖质流动和神经变性进行非侵入性评估,一种计算机实现的方法和系统包括访问在睡眠期间记录的神经生理学和神经血管数据。从所述神经生理学数据和神经血管数据到靶执行功能映射，所述靶是淋巴流动标记物、神经变性的分子分析标记物或神经变性的神经成像标记物中的一种。根据所述函数映射输出目标预测模型。目标预测模型可以接收新的神经生理学和神经血管数据，并输出神经变性的预测标志物。,2024-04-15,2024.0,US,2026-04-14,A61B5/00,A61B5/00; A61B5/0205; A61B5/372,incoPat,False
US11759142B2,Non-invasive assessment of glymphatic flow and neurodegeneration from a wearable device,来自可穿戴设备的无创性评估淋巴血流和神经变性,一种计算机实现的方法和系统包括访问在睡眠期间记录的神经生理学和神经血管数据。 执行从所述神经生理学和神经血管数据到靶标的功能映射，所述靶标是血流标志物、神经变性的分子分析标志物或神经变性的神经成像标志物之一。 基于所述函数映射输出目标预测模型。 目标预测模型可以接收新的神经生理学和神经血管数据，并输出神经变性的预测标志物。,2022-10-04,2022.0,US,2023-09-19,A61B5/00,A61B5/00; A61B5/0205; A61B5/372,incoPat,False
CN118680581A,An intelligent electroencephalogram analysis system for assisting diagnosis of neurological diseases,一种用于辅助神经疾病诊断的智能脑电图分析系统,本发明提出了一种用于辅助神经疾病诊断的智能脑电图分析系统，包括：数据采集模块，用于采集患者的脑电图数据，数据采集设备包括高灵敏度的EEG电极和信号放大器；数据预处理模块，用于对采集到的脑电图数据进行滤波、去噪、标准化处理，以提高数据质量；特征提取模块，用于从预处理后的脑电图数据中提取特征参数；疾病分类模块，用于基于提取的特征参数，使用预训练的深度学习模型对脑电图数据进行分类，识别可能的神经疾病类型；结果显示模块，用于将分类结果和脑电图数据的关键特征可视化展示给医生，提供诊断辅助建议。,2024-07-04,2024.0,CN,2024-09-24,A61B5/372,A61B5/372; A61B5/00; A61B5/291; G16H50/20; G16H30/20; G06V10/764; G06V10/77; G06V10/40; G06V10/30; G06V10/82; G06N3/0464; G06N3/0442; G06N3/09,incoPat,False
US8437843B1,EEG data acquisition system with novel features,一种新型脑电信号采集系统,本发明提供了一种用于EEG和其它生理状况的数据采集系统，优选地是无线的，以及使用这种系统的方法。 该无线脑电图系统可用于多种应用，包括研究和临床工作。 这些包括临床和研究睡眠研究，警觉性研究，紧急大脑监测，以及任何其他测试或研究，其中受试者或患者的脑电图阅读是必要的或有帮助的。 该系统包括许多功能，这些功能使该系统优于目前市场上的其他系统。 这些特征包括但不限于具有用于观察对象或患者的多个生理特征的多个通道、用于观察对象或患者的身体运动的内置加速度计、用于数据缓冲和存储的可移动存储器、在2.0GHz以下操作的能力(其除其他外允许更多通道)、包括视频的运动伪影校正、能够测量或确定气流、潮气量和通气率的压力传感器、以及手动和自动RF扫描的能力。,2006-06-16,2006.0,US,2013-05-07,A61B5/0476,A61B5/0476; A61B5/087,incoPat,False
US2018075772A1,Monitoring learning performance using neurofeedback,使用神经反馈监测学习表现,描述了使用神经反馈促进监测学习表现的技术。在一个实施例中，提供了一种系统，包括存储计算机可执行组件的存储器和执行存储在存储器中的计算机可执行组件的处理器。在一个实现中，计算机可执行组件包括反馈组件，该组件接收关于用户参与学习体验时心理功能的第一反馈信息，其中第一反馈信息通过用户佩戴的NIRS光谱传感器捕获。计算机可执行组件还包括评估组件，该组件基于第一反馈信息确定用户的学习表现信息，其中学习表现信息反映用户对学习体验中呈现内容的学习情况，以及通知组件，该组件基于指示用户对内容的学习低于定义学习表现水平的学习表现信息生成通知。,2016-09-09,2016.0,US,2018-03-15,A61B5/02,A61B5/02; A61B5/00; G09B19/06; G09B19/00; A61B5/375,BCI,False
US10413208B2,EEG monitoring system and method of monitoring an EEG,脑电图监测系统及监测脑电图的方法,一种适于由被监测者连续携带的脑电图监测系统（2），包括用于测量携带脑电图监测系统（2）的被监测者的至少一个脑电图信号的电极。该系统还包括适于接收、处理和分析脑电图信号的信号处理装置。此外，该系统包括适于记录与所述脑电图信号相关的数据的数据记录装置以及用于存储与所述脑电图信号相关的数据的存储器。还提供了一种使用该监测系统的方法。,2011-12-22,2011.0,US,2019-09-17,A61B5/00,A61B5/00; A61B5/374,BCI,False
AU2018363296A1,Neural interface,神经接口,提供了一种用于与受试者神经系统接口的方法和装置。响应于接收到与神经系统第一部分神经活动相关的多个神经信号：使用训练用于生成代表神经系统第一部分神经活动的神经数据估计的一个或多个第一机器学习技术处理代表接收到的多个神经信号的神经样本数据；并将代表神经数据估计的数据发送到与神经系统第一部分相关联的第一设备；以及响应于从与神经系统第二部分相关联的第二设备接收设备数据：通过将接收到的设备数据输入到训练用于估计与设备数据相关联的一个或多个神经刺激信号以输入到神经系统第二部分的一个或多个第二机器学习技术，生成一个或多个神经刺激信号；并将估计的一个或多个神经刺激信号发送向受试者的神经系统第二部分。,2018-11-13,2018.0,AU,2020-07-02,G06N20/00,G06N20/00; G06F3/01; G06N3/02,BCI,False
EP3710989A1,Neural interface,神经接口,提供了用于与受试者神经系统接口的方法和装置。响应于接收到与神经系统第一部分神经活动相关的多个神经信号：使用训练用于生成代表神经系统第一部分神经活动的神经数据估计的一个或多个机器学习技术处理代表接收到的多个神经信号的神经样本数据；并将代表神经数据估计的数据传输到与神经系统第一部分相关联的第一设备；以及响应于从与神经系统第二部分相关联的第二设备接收设备数据：通过将接收到的设备数据输入到训练用于估计与设备数据相关联的一个或多个神经刺激信号以输入到神经系统第二部分的一个或多个机器学习技术来生成一个或多个神经刺激信号；并将一个或多个估计的神经刺激信号朝向受试者神经系统第二部分传输。,2018-11-13,2018.0,EP,2020-09-23,G06N3/02,G06N3/02; G06F3/01; G06N20/00,BCI,False
US2014148657A1,Method and system for use in monitoring neural activity in a subject&#39;s brain,用于监测受试者大脑神经活动的方法和系统,提出了一种用于监测受试者大脑活动的系统和方法。该系统包括控制单元，该控制单元包括：数据输入工具，用于接收测量数据，该测量数据包括对应于在特定时间段内测量的信号的数据，并指示在该特定时间段内源自受试者大脑中位置的大脑活动；以及处理器工具，其被配置和可操作用于处理测量数据并生成指示该数据的数据，该数据以呈现测量信号的频率和时间数据之间关系的多参数函数的形式，并用于分析所述关系并识别对应于受试者大脑神经活动的受试者相关特征。,2012-02-02,2012.0,US,2014-05-29,A61B5/375,A61B5/375; A61B6/03; A61B8/08; A61B5/026; G01R33/46; A61B6/00; A61B5/00; G01R33/48,BCI,False
