node_id,node_type,name,title,标题_中文,是否主路径,申请日,主IPC分类号,ipc_code
技术方法:脑电特征提取模型,技术方法,脑电特征提取模型,,,,,,
技术方法:滤波频段配置,技术方法,滤波频段配置,,,,,,
技术方法:脑电特征指标计算,技术方法,脑电特征指标计算,,,,,,
技术方法:激励条件判断,技术方法,激励条件判断,,,,,,
Patent:KR1020230162116A,Patent,KR1020230162116A,Asynchronous brain-computer interface in AR using steady-state motion visual evoked potentials,使用稳态运动视觉诱发电位的AR中的异步脑机接口,否,2022-04-05,G06F3/01,
技术方法:将请求的刺激数据变换为修改的刺激,技术方法,将请求的刺激数据变换为修改的刺激,,,,,,
技术方法:混合经修改的刺激和环境刺激,技术方法,混合经修改的刺激和环境刺激,,,,,,
技术方法:对接收的生物信号进行分类,技术方法,对接收的生物信号进行分类,,,,,,
核心部件:智能设备上的用户应用程序,核心部件,智能设备上的用户应用程序,,,,,,
Patent:US20250255531A1,Patent,US20250255531A1,Universal EEG Cap with Carbon Fiber-Based Conductive Silicone Sponge Electrodes and Fabric-Printed Electrode-Connecting Wires,碳纤维基导电硅胶海绵电极织物印刷电极连接线通用脑电图帽,否,2023-05-24,A61B5/291,
技术问题:头部覆盖物配合在头部上并与头部相符,技术问题,头部覆盖物配合在头部上并与头部相符,,,,,,
技术问题:头部是任何形状和尺寸,技术问题,头部是任何形状和尺寸,,,,,,
应用场景:脑电图帽,应用场景,脑电图帽,,,,,,
技术方法:印刷地嵌入,技术方法,印刷地嵌入,,,,,,
Patent:US20070249952A1,Patent,US20070249952A1,Systems and methods for sleep monitoring,用于睡眠监测的系统和方法,否,2006-10-24,A61B5/00,
技术问题:用于睡眠监测,技术问题,用于睡眠监测,,,,,,
应用场景:睡眠阶段监测和测量,应用场景,睡眠阶段监测和测量,,,,,,
技术方法:检测EEG信号,技术方法,检测EEG信号,,,,,,
Patent:WO2017158273A1,Patent,WO2017158273A1,IMPROVED NEUROLOGICAL FEEDBACK DEVICE,一种改进的神经内科反馈装置,否,2017-03-14,A61B5/375,
技术问题:确定具有神经系统相关联的值之间的相关性得分表示脑康复活动,技术问题,确定具有神经系统相关联的值之间的相关性得分表示脑康复活动,,,,,,
技术方法:接收脑电数据和原功能代谢的磁共振成像数据,技术方法,接收脑电数据和原功能代谢的磁共振成像数据,,,,,,
技术方法:处理脑电数据并计算值链接到脑波,技术方法,处理脑电数据并计算值链接到脑波,,,,,,
技术方法:处理原功能磁共振灌注成像数据并计算值或大脑特定区域进行增氧,技术方法,处理原功能磁共振灌注成像数据并计算值或大脑特定区域进行增氧,,,,,,
技术方法:同步脑电数据和功能磁共振成像数据,技术方法,同步脑电数据和功能磁共振成像数据,,,,,,
技术方法:确定相关性得分,技术方法,确定相关性得分,,,,,,
技术原理:脑电与功能磁共振成像数据同步,技术原理,脑电与功能磁共振成像数据同步,,,,,,
技术原理:相关性得分表示脑康复活动,技术原理,相关性得分表示脑康复活动,,,,,,
核心部件:脑电图块,核心部件,脑电图块,,,,,,
核心部件:功能磁共振成像组件,核心部件,功能磁共振成像组件,,,,,,
核心部件:功能磁共振成像处理单元,核心部件,功能磁共振成像处理单元,,,,,,
生物信号类型:原功能代谢的磁共振成像数据,生物信号类型,原功能代谢的磁共振成像数据,,,,,,
生物信号类型:原功能磁共振灌注成像数据,生物信号类型,原功能磁共振灌注成像数据,,,,,,
Patent:FR3048867A1,Patent,FR3048867A1,IMPROVED NEUROLOGICAL FEEDBACK DEVICE,一种改进的神经内科反馈装置,否,2016-03-17,A61B5/375,
技术问题:基于脑电和功能磁共振成像数据实现神经反馈训练,技术问题,基于脑电和功能磁共振成像数据实现神经反馈训练,,,,,,
技术问题:同步处理脑电数据与功能磁共振成像数据,技术问题,同步处理脑电数据与功能磁共振成像数据,,,,,,
应用场景:神经反馈装置,应用场景,神经反馈装置,,,,,,
技术方法:功能磁共振成像数据处理,技术方法,功能磁共振成像数据处理,,,,,,
技术方法:相关性得分计算,技术方法,相关性得分计算,,,,,,
技术原理:脑电与功能磁共振成像测量值之间的相关性分析,技术原理,脑电与功能磁共振成像测量值之间的相关性分析,,,,,,
Patent:WO2025055849A1,Patent,WO2025055849A1,DETECTION AND FORECASTING OF NEUROCOGNITIVE DECLINE USING FUNCTIONAL NEUROIMAGING AND MACHINE LEARNING,使用功能神经成像和机器学习检测和预测神经认知能力下降,否,2024-09-09,G16H50/30,
技术问题:预测当前和/或未来神经认知衰退(NCD),技术问题,预测当前和/或未来神经认知衰退(NCD),,,,,,
应用场景:神经认知衰退检测,应用场景,神经认知衰退检测,,,,,,
技术方法:功能神经成像数据处理,技术方法,功能神经成像数据处理,,,,,,
技术方法:机器学习分类器模型训练,技术方法,机器学习分类器模型训练,,,,,,
技术方法:定量特征集提取,技术方法,定量特征集提取,,,,,,
技术原理:自然主义语言处理任务,技术原理,自然主义语言处理任务,,,,,,
Patent:CN102293647A,Patent,CN102293647A,一种联合脑电和功能磁共振信号的反馈系统,一种联合脑电和功能磁共振信号的反馈系统,否,2011-06-08,A61B5/055,
技术方法:联合采集与分析脑电和功能磁共振信号,技术方法,联合采集与分析脑电和功能磁共振信号,,,,,,
技术方法:标记同步起始点,技术方法,标记同步起始点,,,,,,
技术方法:分别进行预处理,技术方法,分别进行预处理,,,,,,
技术原理:时空特征提取,技术原理,时空特征提取,,,,,,
Patent:KR101648120B1,Patent,KR101648120B1,Eeg-based neurofeedback method and apparatus for emotion regulation training,用于情绪调节训练的基于脑电图的神经反馈方法和装置,否,2014-08-12,A61B5/00,
技术问题:情绪调节训练,技术问题,情绪调节训练,,,,,,
应用场景:情绪调节训练,应用场景,情绪调节训练,,,,,,
技术方法:呈现情绪刺激,技术方法,呈现情绪刺激,,,,,,
技术方法:测量多通道脑电,技术方法,测量多通道脑电,,,,,,
技术方法:计算伽马功率值,技术方法,计算伽马功率值,,,,,,
技术方法:转换情绪调节指标,技术方法,转换情绪调节指标,,,,,,
技术原理:情绪刺激诱发脑电的情绪反应,技术原理,情绪刺激诱发脑电的情绪反应,,,,,,
技术原理:伽马功率值反映情绪调节,技术原理,伽马功率值反映情绪调节,,,,,,
Patent:US20030013981A1,Patent,US20030013981A1,Neurocognitive function EEG measurement method and system,一种神经认知功能脑电测量方法及系统,否,2002-04-15,A61B5/04,
技术问题:评估精神功能变化的有效客观测试方法,技术问题,评估精神功能变化的有效客观测试方法,,,,,,
技术问题:确定药物效果,技术问题,确定药物效果,,,,,,
应用场景:药物批准和随后销售的临床试验,应用场景,药物批准和随后销售的临床试验,,,,,,
应用场景:神经疾病或病症的诊断,应用场景,神经疾病或病症的诊断,,,,,,
应用场景:正在进行的治疗,应用场景,正在进行的治疗,,,,,,
应用场景:训练和教育程序,应用场景,训练和教育程序,,,,,,
技术方法:认知测试电池,技术方法,认知测试电池,,,,,,
技术方法:被动控制条件,技术方法,被动控制条件,,,,,,
技术方法:测量行为响应,技术方法,测量行为响应,,,,,,
技术方法:测量脑功能,技术方法,测量脑功能,,,,,,
技术原理:认知功能评估,技术原理,认知功能评估,,,,,,
技术原理:行为响应与脑功能关联,技术原理,行为响应与脑功能关联,,,,,,
Patent:US20230051708A1,Patent,US20230051708A1,Electrode support device for the registration of electroencephalografic signals,用于脑电信号配准的电极支持装置,否,2022-08-05,A61B5/291,
技术问题:将多个电极定位在与患者的头皮接触的预定区域中,技术问题,将多个电极定位在与患者的头皮接触的预定区域中,,,,,,
应用场景:记录脑电图信号,应用场景,记录脑电图信号,,,,,,
技术方法:帽元件至少部分地围绕患者的头骨,技术方法,帽元件至少部分地围绕患者的头骨,,,,,,
技术方法:帽元件内表面与患者的头皮接触,技术方法,帽元件内表面与患者的头皮接触,,,,,,
技术原理:柔性聚合物材料,技术原理,柔性聚合物材料,,,,,,
Patent:US20130053720A1,Patent,US20130053720A1,"INFORMATION PROCESSOR AND PROCESSING METHOD,  PROGRAM AND RECORDING MEDIA",信息处理器和处理方法、程序和记录介质,否,2012-08-01,A61B5/0484,
技术问题:测量脑电波,技术问题,测量脑电波,,,,,,
技术问题:确定对象的聚焦水平,技术问题,确定对象的聚焦水平,,,,,,
技术方法:基于特征量计算聚焦水平,技术方法,基于特征量计算聚焦水平,,,,,,
核心部件:环境变化确定部分,核心部件,环境变化确定部分,,,,,,
核心部件:事件相关电位检测部分,核心部件,事件相关电位检测部分,,,,,,
核心部件:计算部分,核心部件,计算部分,,,,,,
Patent:EP4100815A1,Patent,EP4100815A1,Periodic motion-based visual stimulus,基于周期性运动的视觉刺激,否,2020-12-16,G06F3/01,
技术问题:识别对计算设备的用户输入,技术问题,识别对计算设备的用户输入,,,,,,
应用场景:计算机设备,应用场景,计算机设备,,,,,,
技术方法:呈现具有变化的运动的基于周期性运动的视觉刺激,技术方法,呈现具有变化的运动的基于周期性运动的视觉刺激,,,,,,
技术方法:频率调制,技术方法,频率调制,,,,,,
技术方法:代码调制,技术方法,代码调制,,,,,,
技术方法:检测电位变化,技术方法,检测电位变化,,,,,,
技术方法:识别视觉诱发电位特征,技术方法,识别视觉诱发电位特征,,,,,,
技术原理:基于周期性运动的视觉刺激,技术原理,基于周期性运动的视觉刺激,,,,,,
技术原理:运动针对目标频率进行频率调制或针对目标代码进行代码调制,技术原理,运动针对目标频率进行频率调制或针对目标代码进行代码调制,,,,,,
核心部件:一个或多个电极,核心部件,一个或多个电极,,,,,,
Patent:CN111867448A,Patent,CN111867448A,SYSTEM AND METHOD FOR CALCULATION OF INDEX OF BRAIN ACTIVITY,用于计算脑活动的指示的方法和系统,否,2018-12-21,A61B5/00,
技术问题:计算与受试者的脑活动相关联的指示,技术问题,计算与受试者的脑活动相关联的指示,,,,,,
技术方法:使用自动编码器神经网络计算平均向量,技术方法,使用自动编码器神经网络计算平均向量,,,,,,
技术方法:检测预定模式的存在,技术方法,检测预定模式的存在,,,,,,
技术方法:生成脑活动指示,技术方法,生成脑活动指示,,,,,,
技术原理:自动编码器神经网络,技术原理,自动编码器神经网络,,,,,,
技术原理:平均向量连续平均值中的模式检测,技术原理,平均向量连续平均值中的模式检测,,,,,,
Patent:JP7766173B2,Patent,JP7766173B2,Mental image-based neurofeedback to improve cognitive function,基于精神图像的神经反馈改善认知功能,否,2022-07-05,A61B5/31,
Patent:WO2015127361A1,Patent,WO2015127361A1,COGNITIVE AND AFFECTIVE HUMAN MACHINE INTERFACE,认知和情感人机接口,否,2015-02-23,G06Q30/02,
技术问题:认知和情感状态信息用于自适应游戏、广告插入输送定时、驱动器或导频辅助、教育、广告选择、产品和/或内容建议、和/或视频聊天应用,技术问题,认知和情感状态信息用于自适应游戏、广告插入输送定时、驱动器或导频辅助、教育、广告选择、产品和/或内容建议、和/或视频聊天应用,,,,,,
应用场景:广告插入输送定时,应用场景,广告插入输送定时,,,,,,
应用场景:驱动器或导频辅助,应用场景,驱动器或导频辅助,,,,,,
技术方法:基于认知状态或情感状态确定内容递送定时,技术方法,基于认知状态或情感状态确定内容递送定时,,,,,,
技术方法:基于认知状态或情感状态选择内容,技术方法,基于认知状态或情感状态选择内容,,,,,,
核心部件:人机接口(HMI),核心部件,人机接口(HMI),,,,,,
核心部件:内容放置管理器,核心部件,内容放置管理器,,,,,,
Patent:WO2010149157A1,Patent,WO2010149157A1,EEG MONITORING APPARATUS AND METHOD FOR PRESENTING MESSAGES THEREIN,脑电图监测设备和方法用于呈现在其中的消息,否,2009-06-26,A61B5/375,
技术问题:鉴定或预测预定在所述基于人的生物事件,技术问题,鉴定或预测预定在所述基于人的生物事件,,,,,,
应用场景:连续通过的被监测者,应用场景,连续通过的被监测者,,,,,,
技术方法:测量EEG信号,技术方法,测量EEG信号,,,,,,
技术方法:鉴定或预测生物事件,技术方法,鉴定或预测生物事件,,,,,,
技术方法:选择语音消息,技术方法,选择语音消息,,,,,,
技术原理:基于脑电图监测,技术原理,基于脑电图监测,,,,,,
核心部件:EEG监测装置,核心部件,EEG监测装置,,,,,,
核心部件:决策装置,核心部件,决策装置,,,,,,
核心部件:消息的选择装置,核心部件,消息的选择装置,,,,,,
Patent:US20120165695A1,Patent,US20120165695A1,EEG MONITORING APPARATUS AND METHOD FOR PRESENTING MESSAGES THEREIN,用于在其中呈现消息EEG监视设备和方法,否,2011-12-22,A61B5/375,
技术问题:决定何时向人呈现信息,技术问题,决定何时向人呈现信息,,,,,,
技术问题:选择向人提供信息的语音消息,技术问题,选择向人提供信息的语音消息,,,,,,
应用场景:EEG监测设备,应用场景,EEG监测设备,,,,,,
技术方法:预测动作意图,技术方法,预测动作意图,,,,,,
技术方法:呈现语音消息,技术方法,呈现语音消息,,,,,,
技术原理:基于分析识别或预测生物事件,技术原理,基于分析识别或预测生物事件,,,,,,
核心部件:EEG监测设备,核心部件,EEG监测设备,,,,,,
核心部件:测量EEG信号的装置,核心部件,测量EEG信号的装置,,,,,,
核心部件:决定装置,核心部件,决定装置,,,,,,
核心部件:消息选择装置,核心部件,消息选择装置,,,,,,
核心部件:声学换能器,核心部件,声学换能器,,,,,,
Patent:US10959639B2,Patent,US10959639B2,EEG monitoring apparatus and method for presenting messages therein,脑电图监测装置及在其中呈现消息的方法,否,2011-12-22,A61B5/375,
核心部件:脑电图监测装置,核心部件,脑电图监测装置,,,,,,
Patent:CN111466931A,Patent,CN111466931A,Emotion recognition method based on EEG and food picture data set,基于EEG和食物图片数据集的情感识别方法,否,2020-04-24,A61B5/16,
技术问题:情绪刺激材料选择单一化,技术问题,情绪刺激材料选择单一化,,,,,,
技术问题:情绪测量主观化,技术问题,情绪测量主观化,,,,,,
技术方法:采集食物图片,技术方法,采集食物图片,,,,,,
技术方法:筛选食物图片数据集,技术方法,筛选食物图片数据集,,,,,,
技术方法:单通道EEG信号采集,技术方法,单通道EEG信号采集,,,,,,
技术方法:基于伪影去除算法的平稳小波变换去噪,技术方法,基于伪影去除算法的平稳小波变换去噪,,,,,,
技术方法:小波树分解,技术方法,小波树分解,,,,,,
技术方法:节点重排序,技术方法,节点重排序,,,,,,
技术方法:重构节律波,技术方法,重构节律波,,,,,,
技术方法:提取幅度值和功率谱特征,技术方法,提取幅度值和功率谱特征,,,,,,
技术方法:画频谱图和频谱能量分布图,技术方法,画频谱图和频谱能量分布图,,,,,,
技术原理:伪影去除算法,技术原理,伪影去除算法,,,,,,
技术原理:平稳小波变换,技术原理,平稳小波变换,,,,,,
技术原理:小波包变换,技术原理,小波包变换,,,,,,
技术原理:频带节律波重构,技术原理,频带节律波重构,,,,,,
技术原理:幅度值和功率谱特征分析,技术原理,幅度值和功率谱特征分析,,,,,,
核心部件:单通道EEG测量设备,核心部件,单通道EEG测量设备,,,,,,
Patent:US20090069707A1,Patent,US20090069707A1,METHOD TO IMPROVE NEUROFEEDBACK TRAINING USING A REINFORCEMENT SYSTEM OF COMPUTERIZED GAME-LIKE COGNITIVE OR ENTERTAINMENT-BASED TRAINING ACTIVITIES,一种利用计算机游戏式认知或娱乐训练活动的强化系统改进神经反馈训练的方法,否,2008-09-08,A61B5/375,
技术问题:帮助受训者保持理想的警觉心理状态,技术问题,帮助受训者保持理想的警觉心理状态,,,,,,
技术问题:激励受训者学习产生和维持期望的EEG活动,技术问题,激励受训者学习产生和维持期望的EEG活动,,,,,,
应用场景:计算机游戏类或娱乐训练活动,应用场景,计算机游戏类或娱乐训练活动,,,,,,
应用场景:生活活动中需要积极心理参与的场景,应用场景,生活活动中需要积极心理参与的场景,,,,,,
技术方法:基于EEG活动目标奖励游戏时间,技术方法,基于EEG活动目标奖励游戏时间,,,,,,
技术方法:提供积极行为强化,技术方法,提供积极行为强化,,,,,,
技术方法:提供负强化,技术方法,提供负强化,,,,,,
技术方法:实时并发视觉听觉定量信息反馈,技术方法,实时并发视觉听觉定量信息反馈,,,,,,
技术原理:操作性条件反射,技术原理,操作性条件反射,,,,,,
技术原理:行为强化,技术原理,行为强化,,,,,,
核心部件:神经反馈训练系统,核心部件,神经反馈训练系统,,,,,,
核心部件:计算机游戏或娱乐训练活动模块,核心部件,计算机游戏或娱乐训练活动模块,,,,,,
Patent:CN117275042A,Patent,CN117275042A,基于事件相关电位的行人重识别视频流复杂目标检测方法,-,否,2023-10-08,G06V40/10,
技术问题:样本的极端类不平衡问题,技术问题,样本的极端类不平衡问题,,,,,,
技术问题:两个相似类间的区分问题,技术问题,两个相似类间的区分问题,,,,,,
应用场景:行人重识别,应用场景,行人重识别,,,,,,
应用场景:视频流复杂目标检测,应用场景,视频流复杂目标检测,,,,,,
技术方法:对比表征学习,技术方法,对比表征学习,,,,,,
技术方法:时空间特征注意力提取,技术方法,时空间特征注意力提取,,,,,,
技术方法:circleloss反向传播,技术方法,circleloss反向传播,,,,,,
技术原理:P300-D,技术原理,P300-D,,,,,,
Patent:US2019139078A1,Patent,US2019139078A1,Neuro-response stimulus and stimulus attribute resonance estimator,神经反应刺激和刺激属性共振估计器,否,2018-11-07,G06Q30/02,
技术问题:确定受试者共振测量,技术问题,确定受试者共振测量,,,,,,
技术方法:访问神经反应数据,技术方法,访问神经反应数据,,,,,,
技术方法:计算事件相关电位测量值,技术方法,计算事件相关电位测量值,,,,,,
技术方法:确定共振测量值,技术方法,确定共振测量值,,,,,,
技术原理:差分事件相关电位,技术原理,差分事件相关电位,,,,,,
生物信号类型:事件相关电位测量值,生物信号类型,事件相关电位测量值,,,,,,
生物信号类型:差分事件相关电位测量值,生物信号类型,差分事件相关电位测量值,,,,,,
Patent:US10733625B2,Patent,US10733625B2,Neuro-response stimulus and stimulus attribute resonance estimator,神经反应刺激和刺激属性共振估计器,否,2018-11-07,A61B5/375,
Patent:US12217487B2,Patent,US12217487B2,"Method,  apparatus,  electronic device,  and medium for generating image",用于生成图像的方法、装置、电子设备和介质,否,2022-08-26,G06V10/774,
技术问题:从fMRI数据和EEG数据生成图像,技术问题,从fMRI数据和EEG数据生成图像,,,,,,
技术方法:提取第一特征图,技术方法,提取第一特征图,,,,,,
技术方法:基于时间维度和第一注意模型转换第一特征图,技术方法,基于时间维度和第一注意模型转换第一特征图,,,,,,
技术方法:提取第二特征图,技术方法,提取第二特征图,,,,,,
技术方法:基于空间维度和第二注意力模型转换第二特征图,技术方法,基于空间维度和第二注意力模型转换第二特征图,,,,,,
技术方法:基于转换后的第一特征图和第二特征图生成图像,技术方法,基于转换后的第一特征图和第二特征图生成图像,,,,,,
技术原理:时间维度,技术原理,时间维度,,,,,,
技术原理:空间维度,技术原理,空间维度,,,,,,
技术原理:注意力模型,技术原理,注意力模型,,,,,,
"生物信号类型:fMRI数据, EEG数据",生物信号类型,"fMRI数据, EEG数据",,,,,,
Patent:KR20170104602A,Patent,KR20170104602A,사람의 혈당 수치를 조절하는 시스템 및 방법,调节人体血糖水平的系统和方法,否,2015-01-19,A61B5/155,
技术问题:识别低血糖发作,技术问题,识别低血糖发作,,,,,,
技术问题:限制胰岛素输送,技术问题,限制胰岛素输送,,,,,,
应用场景:调节人体血糖水平,应用场景,调节人体血糖水平,,,,,,
应用场景:用户耳朵区域,应用场景,用户耳朵区域,,,,,,
技术方法:EEG信号处理,技术方法,EEG信号处理,,,,,,
技术方法:提交警告信号,技术方法,提交警告信号,,,,,,
技术原理:低血糖发作时EEG信号变化,技术原理,低血糖发作时EEG信号变化,,,,,,
技术原理:胰岛素输送限制机制,技术原理,胰岛素输送限制机制,,,,,,
核心部件:胰岛素输送设备,核心部件,胰岛素输送设备,,,,,,
核心部件:EEG监测器,核心部件,EEG监测器,,,,,,
核心部件:EEG感测单元,核心部件,EEG感测单元,,,,,,
核心部件:EEG信号处理器,核心部件,EEG信号处理器,,,,,,
核心部件:无线通信链路,核心部件,无线通信链路,,,,,,
Patent:US20230200647A1,Patent,US20230200647A1,METHOD FOR TRANSMITTING COMPRESSED BRAINWAVE PHYSIOLOGICAL SIGNALS,压缩脑电波生理信号传输方法,否,2022-08-23,A61B5/00,
技术问题:传输压缩脑电波生理信号,技术问题,传输压缩脑电波生理信号,,,,,,
应用场景:远程云系统,应用场景,远程云系统,,,,,,
技术方法:检测对象的多个脑电波生理信号,技术方法,检测对象的多个脑电波生理信号,,,,,,
技术方法:基于时间序列生成脑电图,技术方法,基于时间序列生成脑电图,,,,,,
技术方法:将脑电图拆分成多个子图像,技术方法,将脑电图拆分成多个子图像,,,,,,
技术方法:识别静态特征标签和动态位移标签,技术方法,识别静态特征标签和动态位移标签,,,,,,
技术方法:生成叠加组标签,技术方法,生成叠加组标签,,,,,,
技术方法:传输至远程云系统,技术方法,传输至远程云系统,,,,,,
技术原理:基于时间序列拆分和标签识别,技术原理,基于时间序列拆分和标签识别,,,,,,
核心部件:脑波数据库,核心部件,脑波数据库,,,,,,
核心部件:远程云系统,核心部件,远程云系统,,,,,,
Patent:US20220273210A1,Patent,US20220273210A1,"METHOD FOR DETERMINING PREFERENCE,  AND DEVICE FOR DETERMINING PREFERENCE USING SAME",确定偏好的方法和使用该方法确定偏好的装置,否,2020-04-16,A61B5/16,
技术问题:确定用户是否喜欢感兴趣区域,技术问题,确定用户是否喜欢感兴趣区域,,,,,,
应用场景:偏好确定,应用场景,偏好确定,,,,,,
技术方法:向用户提供图像内容,技术方法,向用户提供图像内容,,,,,,
技术方法:接收脑电数据和注视数据,技术方法,接收脑电数据和注视数据,,,,,,
技术方法:基于凝视数据确定感兴趣区域,技术方法,基于凝视数据确定感兴趣区域,,,,,,
技术方法:基于注视数据确定球囊开始时间,技术方法,基于注视数据确定球囊开始时间,,,,,,
技术方法:提取时间段内的EEG数据,技术方法,提取时间段内的EEG数据,,,,,,
技术方法:基于EEG数据确定用户偏好,技术方法,基于EEG数据确定用户偏好,,,,,,
技术原理:基于凝视数据确定感兴趣区域,技术原理,基于凝视数据确定感兴趣区域,,,,,,
技术原理:基于EEG数据确定偏好,技术原理,基于EEG数据确定偏好,,,,,,
Patent:US20130304540A1,Patent,US20130304540A1,ANALYSIS OF MARKETING AND ENTERTAINMENT EFFECTIVENESS USING MAGNETOENCEPHALOGRAPHY,基于脑磁图的营销娱乐效果分析,否,2013-07-18,G06Q30/02,
技术问题:分析脑磁图响应数据,技术问题,分析脑磁图响应数据,,,,,,
技术问题:确定广告或娱乐的有效性,技术问题,确定广告或娱乐的有效性,,,,,,
技术方法:识别相位同步度,技术方法,识别相位同步度,,,,,,
技术方法:分析频带振荡模式,技术方法,分析频带振荡模式,,,,,,
Patent:CN121635542A,Patent,CN121635542A,一种基于非侵入式脑机接口的睡眠温度调控方法与系统,-,否,2025-11-26,G05D23/20,
技术问题:提升营销卖点的识别处理效率,技术问题,提升营销卖点的识别处理效率,,,,,,
技术方法:匹配情况分析,技术方法,匹配情况分析,,,,,,
技术方法:用户画像更新,技术方法,用户画像更新,,,,,,
技术方法:营销卖点生成,技术方法,营销卖点生成,,,,,,
技术主题:温度控制 (G05D23),技术主题,温度控制 (G05D23),,,,,,G05D23
Patent:US4974602A,Patent,US4974602A,Arrangement for analyzing local bioelectric currents in biological tissue complexes,用于分析生物组织复合物中局部生物电流的装置,否,1989-08-15,A61N5/04,
技术问题:分析生物组织复合物中局部生物电流,技术问题,分析生物组织复合物中局部生物电流,,,,,,
应用场景:生物组织复合物分析,应用场景,生物组织复合物分析,,,,,,
技术方法:阈值定义,技术方法,阈值定义,,,,,,
技术原理:信号模式匹配,技术原理,信号模式匹配,,,,,,
技术原理:相关系数计算,技术原理,相关系数计算,,,,,,
技术原理:时间空间一致性比较,技术原理,时间空间一致性比较,,,,,,
核心部件:模式识别单元,核心部件,模式识别单元,,,,,,
核心部件:相关单元,核心部件,相关单元,,,,,,
核心部件:阈值定义单元,核心部件,阈值定义单元,,,,,,
核心部件:比较单元,核心部件,比较单元,,,,,,
核心部件:平均单元,核心部件,平均单元,,,,,,
核心部件:检测定位模块,核心部件,检测定位模块,,,,,,
Patent:US20250022606A1,Patent,US20250022606A1,PERSONALIZED DETECTION OF STROKE,脑卒中的个性化检测,否,2024-07-08,G16H50/30,
技术问题:个性化检测脑卒中,技术问题,个性化检测脑卒中,,,,,,
技术问题:生成个性化基线卒中分数,技术问题,生成个性化基线卒中分数,,,,,,
应用场景:脑卒中的个性化检测,应用场景,脑卒中的个性化检测,,,,,,
技术方法:生成个性化基线卒中分数,技术方法,生成个性化基线卒中分数,,,,,,
技术方法:确定第二中风分数,技术方法,确定第二中风分数,,,,,,
技术方法:比较个性化基线卒中分数与第二卒中分数,技术方法,比较个性化基线卒中分数与第二卒中分数,,,,,,
技术方法:生成卒中度量,技术方法,生成卒中度量,,,,,,
技术原理:基于个性化基线卒中分数与第二卒中分数的比较指示卒中状态,技术原理,基于个性化基线卒中分数与第二卒中分数的比较指示卒中状态,,,,,,
Patent:CN114469114A,Patent,CN114469114A,The invention discloses an automatic positioning electroencephalogram electrode placement system and a working method,一种自动定位的脑电图电极安放系统及工作方法,否,2022-03-15,A61B5/291,
技术问题:自动定位电极位置,技术问题,自动定位电极位置,,,,,,
技术问题:自动贴合电极,技术问题,自动贴合电极,,,,,,
技术问题:提升电极放置精确度,技术问题,提升电极放置精确度,,,,,,
应用场景:脑电图电极安放,应用场景,脑电图电极安放,,,,,,
技术方法:国际10-20系统计算电极的预设安放位置,技术方法,国际10-20系统计算电极的预设安放位置,,,,,,
技术方法:检测信号传输准确性以确定定位区域,技术方法,检测信号传输准确性以确定定位区域,,,,,,
技术方法:采用电极移动装置以初步放置电极或取下电极放置至其他准确区域,技术方法,采用电极移动装置以初步放置电极或取下电极放置至其他准确区域,,,,,,
技术原理:国际10-20系统,技术原理,国际10-20系统,,,,,,
核心部件:位置调整模块,核心部件,位置调整模块,,,,,,
核心部件:电极移动装置,核心部件,电极移动装置,,,,,,
核心部件:中控模块,核心部件,中控模块,,,,,,
Patent:CN118177835A,Patent,CN118177835A,A fatigue degree prediction method and system based on EEG signals,一种基于脑电信号的疲劳程度预测方法及系统,否,2024-03-26,A61B5/369,
技术问题:待预测个体需经过繁琐的校准程序,技术问题,待预测个体需经过繁琐的校准程序,,,,,,
技术问题:EEG数据维度高,技术问题,EEG数据维度高,,,,,,
技术问题:与疲劳程度无关的信息对模型产生干扰,技术问题,与疲劳程度无关的信息对模型产生干扰,,,,,,
应用场景:疲劳检测技术领域,应用场景,疲劳检测技术领域,,,,,,
技术方法:脑电电极通道匹配,技术方法,脑电电极通道匹配,,,,,,
技术方法:提取与疲劳程度最相关的电极通道,技术方法,提取与疲劳程度最相关的电极通道,,,,,,
技术方法:数据切片,技术方法,数据切片,,,,,,
技术方法:建模,技术方法,建模,,,,,,
技术原理:通过特定脑电电极通道匹配使待预测个体无需繁琐校准程序也能保持较高预测准确率,技术原理,通过特定脑电电极通道匹配使待预测个体无需繁琐校准程序也能保持较高预测准确率,,,,,,
技术原理:通过提取与疲劳程度最相关的电极通道降低EEG数据维度，减少无关信息干扰,技术原理,通过提取与疲劳程度最相关的电极通道降低EEG数据维度，减少无关信息干扰,,,,,,
技术原理:将时域上连续的EEG信号转化为1s的样本时间窗口，以1s时间分辨率进行疲劳程度预测,技术原理,将时域上连续的EEG信号转化为1s的样本时间窗口，以1s时间分辨率进行疲劳程度预测,,,,,,
Patent:CN108577835A,Patent,CN108577835A,Brain function network construction method based on micro-state,一种基于微状态的脑功能网络构建方法,否,2018-05-17,A61B5/0476,
技术问题:传统构建脑功能网络时间开销大,技术问题,传统构建脑功能网络时间开销大,,,,,,
技术问题:原始EEG时间序列中存在大量冗余信息,技术问题,原始EEG时间序列中存在大量冗余信息,,,,,,
应用场景:医院采集的精神疾病工作记忆的EEG数据集,应用场景,医院采集的精神疾病工作记忆的EEG数据集,,,,,,
应用场景:精神分裂症病人和正常人的EEG功能脑网络构建,应用场景,精神分裂症病人和正常人的EEG功能脑网络构建,,,,,,
技术方法:基于微状态的脑功能网络构建,技术方法,基于微状态的脑功能网络构建,,,,,,
