source,relation,target,patent_pub
Patent:KR102646182B1,应用于,应用场景:脑部疾病治疗,KR102646182B1
Patent:KR102646182B1,采用,技术方法:脑电分析和事件相关电位(ERP)分析,KR102646182B1
Patent:KR102646182B1,采用,技术方法:多通道脑电信号检测,KR102646182B1
Patent:KR102646182B1,采用,技术方法:刺激控制信号传输,KR102646182B1
Patent:KR102646182B1,基于,技术原理:光信号刺激,KR102646182B1
Patent:KR102646182B1,基于,技术原理:电刺激,KR102646182B1
Patent:KR102646182B1,基于,技术原理:射频刺激,KR102646182B1
Patent:KR102646182B1,包括,核心部件:可穿戴EEG耳机,KR102646182B1
Patent:KR102646182B1,包括,核心部件:3D眼镜,KR102646182B1
Patent:KR102646182B1,包括,核心部件:VR视频显示装置,KR102646182B1
Patent:KR102646182B1,包括,核心部件:病人控制装置,KR102646182B1
Patent:KR102646182B1,包括,核心部件:脑电共振动态调整模块,KR102646182B1
技术方法:脑电分析和事件相关电位(ERP)分析,处理,生物信号类型:EEG,KR102646182B1
技术方法:多通道脑电信号检测,处理,生物信号类型:EEG,KR102646182B1
技术方法:刺激控制信号传输,处理,生物信号类型:事件相关电位(ERP),KR102646182B1
Patent:KR102646182B1,属于,技术主题:精神治疗装置 (A61M21),KR102646182B1
Patent:KR102646182B1,公开国家,国家:韩国,KR102646182B1
Patent:KR102646182B1,公开年,年份:2023,KR102646182B1
Patent:US20120136273A1,解决,技术问题:监测和分析脑波,US20120136273A1
Patent:US20120136273A1,解决,技术问题:识别特定神经活动事件的发生,US20120136273A1
Patent:US20120136273A1,应用于,应用场景:神经学监测,US20120136273A1
Patent:US20120136273A1,应用于,应用场景:脑波诊断,US20120136273A1
Patent:US20120136273A1,采用,技术方法:脑波诊断程序,US20120136273A1
Patent:US20120136273A1,采用,技术方法:分析神经活动数据,US20120136273A1
Patent:US20120136273A1,采用,技术方法:发送反馈信号,US20120136273A1
Patent:US20120136273A1,基于,技术原理:电极检测神经学活动,US20120136273A1
Patent:US20120136273A1,包括,核心部件:电极,US20120136273A1
Patent:US20120136273A1,包括,核心部件:电极保持装置,US20120136273A1
Patent:US20120136273A1,包括,核心部件:警告警报装置,US20120136273A1
Patent:US20120136273A1,包括,核心部件:基于计算机的处理系统,US20120136273A1
技术方法:脑波诊断程序,处理,生物信号类型:神经响应数据,US20120136273A1
技术方法:分析神经活动数据,处理,生物信号类型:神经响应数据,US20120136273A1
技术方法:发送反馈信号,处理,生物信号类型:神经响应数据,US20120136273A1
Patent:US20120136273A1,属于,技术主题:身体诊断测量 (A61B5),US20120136273A1
Patent:US20120136273A1,公开国家,国家:美国,US20120136273A1
Patent:US20120136273A1,公开年,年份:2011,US20120136273A1
Patent:AU2015200496B2,解决,技术问题:评估受试者前认知情绪反应,AU2015200496B2
Patent:AU2015200496B2,应用于,应用场景:心理特性评估,AU2015200496B2
Patent:AU2015200496B2,采用,技术方法:视觉刺激,AU2015200496B2
Patent:AU2015200496B2,采用,技术方法:其他,AU2015200496B2
Patent:AU2015200496B2,采用,技术方法:存储用户反应,AU2015200496B2
Patent:AU2015200496B2,采用,技术方法:重复暴露、接收和存储操作,AU2015200496B2
Patent:AU2015200496B2,采用,技术方法:确定主导情绪特征,AU2015200496B2
Patent:AU2015200496B2,基于,技术原理:大脑活动最初时刻的反应,AU2015200496B2
Patent:AU2015200496B2,属于,技术主题:教学科目 (G09B19),AU2015200496B2
Patent:AU2015200496B2,公开国家,国家:澳大利亚,AU2015200496B2
Patent:AU2015200496B2,公开年,年份:2015,AU2015200496B2
Patent:US11647936B2,解决,技术问题:提供稳定的生物信号采集,US11647936B2
Patent:US11647936B2,解决,技术问题:确保电极与对象接触的可靠性,US11647936B2
Patent:US11647936B2,应用于,应用场景:脑电图测量,US11647936B2
Patent:US11647936B2,采用,技术方法:通过导电凝胶获取生物信号,US11647936B2
Patent:US11647936B2,采用,技术方法:固定电极,US11647936B2
Patent:US11647936B2,采用,技术方法:固定电极,US11647936B2
Patent:US11647936B2,基于,技术原理:导电凝胶传导生物信号,US11647936B2
Patent:US11647936B2,基于,技术原理:倒钩构件增强固定,US11647936B2
Patent:US11647936B2,包括,核心部件:底部,US11647936B2
Patent:US11647936B2,包括,核心部件:连接构件,US11647936B2
Patent:US11647936B2,包括,核心部件:环形壁,US11647936B2
Patent:US11647936B2,包括,核心部件:倒钩构件,US11647936B2
Patent:US11647936B2,包括,核心部件:导电凝胶,US11647936B2
技术方法:通过导电凝胶获取生物信号,处理,生物信号类型:生物信号,US11647936B2
Patent:US11647936B2,属于,技术主题:身体诊断测量 (A61B5),US11647936B2
Patent:US11647936B2,公开国家,国家:美国,US11647936B2
Patent:US11647936B2,公开年,年份:2016,US11647936B2
Patent:US2023377255A1,解决,技术问题:帮助用户体验虚拟环境中对象的属性,US2023377255A1
Patent:US2023377255A1,解决,技术问题:提高情绪识别准确性,US2023377255A1
Patent:US2023377255A1,应用于,应用场景:增强现实技术领域,US2023377255A1
Patent:US2023377255A1,采用,技术方法:位置信息获取,US2023377255A1
Patent:US2023377255A1,采用,技术方法:感官信息输出,US2023377255A1
Patent:US2023377255A1,采用,技术方法:将感官信息转换为电信号,US2023377255A1
Patent:US2023377255A1,基于,技术原理:刺激,US2023377255A1
Patent:US2023377255A1,包括,核心部件:脑机接口设备,US2023377255A1
Patent:US2023377255A1,属于,技术主题:三维建模 (G06T17),US2023377255A1
Patent:US2023377255A1,公开国家,国家:美国,US2023377255A1
Patent:US2023377255A1,公开年,年份:2023,US2023377255A1
Patent:KR1020250090382A,解决,技术问题:神经信号与对象关联,KR1020250090382A
Patent:KR1020250090382A,解决,技术问题:神经信号与对象关联,KR1020250090382A
Patent:KR1020250090382A,应用于,应用场景:脑机接口,KR1020250090382A
Patent:KR1020250090382A,采用,技术方法:自适应校准方法,KR1020250090382A
Patent:KR1020250090382A,采用,技术方法:提供视觉刺激,KR1020250090382A
Patent:KR1020250090382A,采用,技术方法:神经响应测量,KR1020250090382A
Patent:KR1020250090382A,采用,技术方法:确定相关性,KR1020250090382A
Patent:KR1020250090382A,采用,技术方法:应用权重,KR1020250090382A
Patent:KR1020250090382A,采用,技术方法:神经信号模型加权和显示对象显示调制,KR1020250090382A
Patent:KR1020250090382A,基于,技术原理:当注意力集中在视觉刺激上时，神经反应与调制的相关性更强,KR1020250090382A
Patent:KR1020250090382A,包括,核心部件:脑计算机接口,KR1020250090382A
技术方法:自适应校准方法,处理,生物信号类型:神经信号,KR1020250090382A
技术方法:神经响应测量,处理,生物信号类型:神经信号,KR1020250090382A
技术方法:确定相关性,处理,生物信号类型:神经信号,KR1020250090382A
技术方法:应用权重,处理,生物信号类型:神经信号,KR1020250090382A
技术方法:神经信号模型加权和显示对象显示调制,处理,生物信号类型:神经信号,KR1020250090382A
Patent:KR1020250090382A,属于,技术主题:输入输出装置 (G06F3),KR1020250090382A
Patent:KR1020250090382A,公开国家,国家:韩国,KR1020250090382A
Patent:KR1020250090382A,公开年,年份:2020,KR1020250090382A
Patent:KR1020220036368A,解决,技术问题:神经信号与对象关联,KR1020220036368A
Patent:KR1020220036368A,解决,技术问题:神经信号与对象关联,KR1020220036368A
Patent:KR1020220036368A,应用于,应用场景:脑机接口,KR1020220036368A
Patent:KR1020220036368A,采用,技术方法:自适应校准方法,KR1020220036368A
Patent:KR1020220036368A,采用,技术方法:提供视觉刺激以覆盖一个或多个对象,KR1020220036368A
Patent:KR1020220036368A,采用,技术方法:测量对所看到的对象的神经响应,KR1020220036368A
Patent:KR1020220036368A,采用,技术方法:将权重应用于对用户的神经响应的结果模型,KR1020220036368A
Patent:KR1020220036368A,采用,技术方法:神经信号模型加权和显示对象显示调制,KR1020220036368A
Patent:KR1020220036368A,基于,技术原理:视觉刺激特征调制,KR1020220036368A
Patent:KR1020220036368A,基于,技术原理:对视觉刺激的神经反应与调制相关，当注意力集中在视觉刺激上时，调制变得更强,KR1020220036368A
技术方法:自适应校准方法,处理,生物信号类型:神经信号,KR1020220036368A
技术方法:提供视觉刺激以覆盖一个或多个对象,处理,生物信号类型:神经信号,KR1020220036368A
技术方法:测量对所看到的对象的神经响应,处理,生物信号类型:神经信号,KR1020220036368A
技术方法:将权重应用于对用户的神经响应的结果模型,处理,生物信号类型:神经信号,KR1020220036368A
技术方法:神经信号模型加权和显示对象显示调制,处理,生物信号类型:神经信号,KR1020220036368A
Patent:KR1020220036368A,属于,技术主题:输入输出装置 (G06F3),KR1020220036368A
Patent:KR1020220036368A,公开国家,国家:韩国,KR1020220036368A
Patent:KR1020220036368A,公开年,年份:2020,KR1020220036368A
Patent:US20150105837A1,解决,技术问题:使用非侵入性脑刺激的脑治疗,US20150105837A1
Patent:US20150105837A1,应用于,应用场景:脑治疗,US20150105837A1
Patent:US20150105837A1,采用,技术方法:生成刺激,US20150105837A1
Patent:US20150105837A1,采用,技术方法:测量电生理活动,US20150105837A1
Patent:US20150105837A1,采用,技术方法:分析患者EEG信号,US20150105837A1
Patent:US20150105837A1,采用,技术方法:比较归一化EEG模式,US20150105837A1
Patent:US20150105837A1,采用,技术方法:选择刺激方案,US20150105837A1
Patent:US20150105837A1,采用,技术方法:生成刺激,US20150105837A1
Patent:US20150105837A1,基于,技术原理:经颅刺激,US20150105837A1
Patent:US20150105837A1,包括,核心部件:刺激发生器单元,US20150105837A1
Patent:US20150105837A1,包括,核心部件:传感器组件,US20150105837A1
Patent:US20150105837A1,包括,核心部件:有源EEG电极,US20150105837A1
Patent:US20150105837A1,包括,核心部件:数据采集单元,US20150105837A1
Patent:US20150105837A1,包括,核心部件:数据处理单元,US20150105837A1
Patent:US20150105837A1,包括,核心部件:脑刺激单元,US20150105837A1
技术方法:测量电生理活动,处理,生物信号类型:EEG,US20150105837A1
技术方法:分析患者EEG信号,处理,生物信号类型:EEG,US20150105837A1
技术方法:比较归一化EEG模式,处理,生物信号类型:EEG,US20150105837A1
Patent:US20150105837A1,属于,技术主题:电疗器械 (A61N1),US20150105837A1
Patent:US20150105837A1,公开国家,国家:美国,US20150105837A1
Patent:US20150105837A1,公开年,年份:2013,US20150105837A1
Patent:RU2704562C1,解决,技术问题:实时确定操作者注意力集中程度,RU2704562C1
Patent:RU2704562C1,应用于,应用场景:医学,RU2704562C1
Patent:RU2704562C1,应用于,应用场景:设备,RU2704562C1
Patent:RU2704562C1,采用,技术方法:记录EEG生物电位的单元,RU2704562C1
Patent:RU2704562C1,采用,技术方法:记录脑电信号,RU2704562C1
Patent:RU2704562C1,采用,技术方法:带通滤波器分离频带,RU2704562C1
Patent:RU2704562C1,采用,技术方法:积分器和检测器计算频率分量功率,RU2704562C1
Patent:RU2704562C1,采用,技术方法:采样-存储装置存储刺激前后功率值,RU2704562C1
Patent:RU2704562C1,采用,技术方法:比较器确定频带变化,RU2704562C1
Patent:RU2704562C1,采用,技术方法:时钟加法器相加比较器信号,RU2704562C1
Patent:RU2704562C1,基于,技术原理:刺激前后EEG频带功率变化反映注意力水平,RU2704562C1
Patent:RU2704562C1,包括,核心部件:记录EEG生物电位的单元,RU2704562C1
Patent:RU2704562C1,包括,核心部件:刺激器,RU2704562C1
Patent:RU2704562C1,包括,核心部件:分析单元,RU2704562C1
Patent:RU2704562C1,包括,核心部件:带通滤波器,RU2704562C1
Patent:RU2704562C1,包括,核心部件:积分器,RU2704562C1
Patent:RU2704562C1,包括,核心部件:检测器,RU2704562C1
Patent:RU2704562C1,包括,核心部件:采样-存储装置,RU2704562C1
Patent:RU2704562C1,包括,核心部件:反相器,RU2704562C1
Patent:RU2704562C1,包括,核心部件:三稳态比较器,RU2704562C1
Patent:RU2704562C1,包括,核心部件:时钟加法器,RU2704562C1
技术方法:带通滤波器分离频带,处理,生物信号类型:EEG,RU2704562C1
技术方法:积分器和检测器计算频率分量功率,处理,生物信号类型:EEG,RU2704562C1
技术方法:采样-存储装置存储刺激前后功率值,处理,生物信号类型:EEG,RU2704562C1
技术方法:比较器确定频带变化,处理,生物信号类型:EEG,RU2704562C1
技术方法:时钟加法器相加比较器信号,处理,生物信号类型:EEG,RU2704562C1
Patent:RU2704562C1,属于,技术主题:身体诊断测量 (A61B5),RU2704562C1
Patent:RU2704562C1,公开国家,国家:俄罗斯,RU2704562C1
Patent:RU2704562C1,公开年,年份:2018,RU2704562C1
Patent:US5392788A,解决,技术问题:诊断和定位脑功能障碍的潜在知觉、概念和情绪的起源,US5392788A
Patent:US5392788A,应用于,应用场景:脑波诊断,US5392788A
Patent:US5392788A,采用,技术方法:使用概念知觉和情绪思维的模型来解释信号,US5392788A
Patent:US5392788A,采用,技术方法:将信号与来自规范人群的规范EEG信号进行比较,US5392788A
Patent:US5392788A,基于,技术原理:概念知觉和情绪思维的模型,US5392788A
Patent:US5392788A,包括,核心部件:EEG换能器,US5392788A
Patent:US5392788A,包括,核心部件:EEG换能器,US5392788A
Patent:US5392788A,包括,核心部件:计算设备,US5392788A
技术方法:使用概念知觉和情绪思维的模型来解释信号,处理,生物信号类型:EEG,US5392788A
技术方法:将信号与来自规范人群的规范EEG信号进行比较,处理,生物信号类型:EEG,US5392788A
Patent:US5392788A,属于,技术主题:身体诊断测量 (A61B5),US5392788A
Patent:US5392788A,公开国家,国家:美国,US5392788A
Patent:US5392788A,公开年,年份:1993,US5392788A
Patent:US2020245890A1,解决,技术问题:实时脑电图响应,US2020245890A1
Patent:US2020245890A1,解决,技术问题:实时脑电图响应,US2020245890A1
Patent:US2020245890A1,解决,技术问题:以能够提高活动表现的形式呈现指标,US2020245890A1
Patent:US2020245890A1,应用于,应用场景:真实世界（非临床）环境中执行活动,US2020245890A1
Patent:US2020245890A1,采用,技术方法:滤波,US2020245890A1
Patent:US2020245890A1,采用,技术方法:分析,US2020245890A1
Patent:US2020245890A1,基于,技术原理:脑电图信号转换为心理状态指标,US2020245890A1
Patent:US2020245890A1,包括,核心部件:便携式设备,US2020245890A1
Patent:US2020245890A1,包括,核心部件:中央处理单元,US2020245890A1
技术方法:滤波,处理,生物信号类型:脑电图信号,US2020245890A1
技术方法:分析,处理,生物信号类型:脑电图信号,US2020245890A1
Patent:US2020245890A1,属于,技术主题:身体诊断测量 (A61B5),US2020245890A1
Patent:US2020245890A1,公开国家,国家:美国,US2020245890A1
Patent:US2020245890A1,公开年,年份:2018,US2020245890A1
Patent:FR3161102A1,解决,技术问题:确定直接神经接口信号,FR3161102A1
Patent:FR3161102A1,应用于,应用场景:直接神经接口,FR3161102A1
Patent:FR3161102A1,采用,技术方法:检测用户脑电图信号中响应于刺激信号而诱发的电位,FR3161102A1
Patent:FR3161102A1,采用,技术方法:获取响应于连续发出的各刺激信号的脑电图信号,FR3161102A1
Patent:FR3161102A1,采用,技术方法:获取响应于连续发出的各刺激信号的脑电图信号,FR3161102A1
Patent:FR3161102A1,采用,技术方法:通过从对相同刺激信号响应的磁共振信号差异的观察中学习，利用人工智能区分所获取的脑电图信号,FR3161102A1
Patent:FR3161102A1,采用,技术方法:利用人工智能基于当前脑电图信号识别当前刺激信号,FR3161102A1
Patent:FR3161102A1,基于,技术原理:刺激信号诱发脑电图电位,FR3161102A1
Patent:FR3161102A1,基于,技术原理:磁共振信号差异与脑电图信号关联,FR3161102A1
技术方法:检测用户脑电图信号中响应于刺激信号而诱发的电位,处理,生物信号类型:脑电图信号,FR3161102A1
技术方法:获取响应于连续发出的各刺激信号的脑电图信号,处理,生物信号类型:脑电图信号,FR3161102A1
技术方法:获取响应于连续发出的各刺激信号的脑电图信号,处理,生物信号类型:磁共振成像,FR3161102A1
技术方法:通过从对相同刺激信号响应的磁共振信号差异的观察中学习，利用人工智能区分所获取的脑电图信号,处理,生物信号类型:脑电图信号,FR3161102A1
技术方法:利用人工智能基于当前脑电图信号识别当前刺激信号,处理,生物信号类型:脑电图信号,FR3161102A1
Patent:FR3161102A1,属于,技术主题:身体诊断测量 (A61B5),FR3161102A1
Patent:FR3161102A1,公开国家,国家:法国,FR3161102A1
Patent:FR3161102A1,公开年,年份:2024,FR3161102A1
Patent:US20230190185A1,解决,技术问题:EEG电极与头皮接触不良,US20230190185A1
Patent:US20230190185A1,解决,技术问题:帽的尺寸不适应不同用户头部,US20230190185A1
Patent:US20230190185A1,解决,技术问题:无法精准定位EEG电极位置,US20230190185A1
Patent:US20230190185A1,应用于,应用场景:精准精神病学,US20230190185A1
Patent:US20230190185A1,应用于,应用场景:精准精神病学,US20230190185A1
Patent:US20230190185A1,采用,技术方法:线性致动器膨胀收缩调节帽尺寸,US20230190185A1
Patent:US20230190185A1,采用,技术方法:线性致动器膨胀收缩移动EEG电极,US20230190185A1
Patent:US20230190185A1,采用,技术方法:基于检测到的异常脑活动生成神经反馈信号,US20230190185A1
Patent:US20230190185A1,基于,技术原理:通过致动器机械调节电极位置以优化接触,US20230190185A1
Patent:US20230190185A1,基于,技术原理:生物反馈,US20230190185A1
Patent:US20230190185A1,包括,核心部件:可穿戴装置,US20230190185A1
Patent:US20230190185A1,包括,核心部件:帽,US20230190185A1
Patent:US20230190185A1,包括,核心部件:EEG电极,US20230190185A1
Patent:US20230190185A1,包括,核心部件:线性致动器,US20230190185A1
Patent:US20230190185A1,包括,核心部件:线性致动器,US20230190185A1
Patent:US20230190185A1,包括,核心部件:处理装置,US20230190185A1
Patent:US20230190185A1,包括,核心部件:反馈装置,US20230190185A1
技术方法:线性致动器膨胀收缩调节帽尺寸,处理,生物信号类型:EEG,US20230190185A1
技术方法:线性致动器膨胀收缩移动EEG电极,处理,生物信号类型:EEG,US20230190185A1
技术方法:基于检测到的异常脑活动生成神经反馈信号,处理,生物信号类型:脑活动信号,US20230190185A1
Patent:US20230190185A1,属于,技术主题:身体诊断测量 (A61B5),US20230190185A1
Patent:US20230190185A1,公开国家,国家:美国,US20230190185A1
Patent:US20230190185A1,公开年,年份:2021,US20230190185A1
Patent:US20110279249A1,解决,技术问题:向用户呈现3-D虚拟环境,US20110279249A1
Patent:US20110279249A1,解决,技术问题:虚拟环境交互,US20110279249A1
Patent:US20110279249A1,应用于,应用场景:虚拟环境交互,US20110279249A1
Patent:US20110279249A1,采用,技术方法:确定用户位置,US20110279249A1
Patent:US20110279249A1,采用,技术方法:确定用户位置,US20110279249A1
Patent:US20110279249A1,采用,技术方法:确定用户位置,US20110279249A1
Patent:US20110279249A1,采用,技术方法:提供触觉反馈,US20110279249A1
Patent:US20110279249A1,基于,技术原理:深度相机数据解析,US20110279249A1
Patent:US20110279249A1,基于,技术原理:位置关联,US20110279249A1
Patent:US20110279249A1,基于,技术原理:触觉反馈机制,US20110279249A1
Patent:US20110279249A1,包括,核心部件:深度相机,US20110279249A1
Patent:US20110279249A1,包括,核心部件:3-D显示设备,US20110279249A1
Patent:US20110279249A1,包括,核心部件:触觉反馈设备,US20110279249A1
Patent:US20110279249A1,属于,技术主题:触觉报警 (G08B6),US20110279249A1
Patent:US20110279249A1,公开国家,国家:美国,US20110279249A1
Patent:US20110279249A1,公开年,年份:2011,US20110279249A1
Patent:US10394323B2,解决,技术问题:改变用于在用户界面上显示内容的模板,US10394323B2
Patent:US10394323B2,应用于,应用场景:用户界面内容呈现,US10394323B2
Patent:US10394323B2,采用,技术方法:基于认知状态识别模板,US10394323B2
Patent:US10394323B2,采用,技术方法:基于认知状态识别模板,US10394323B2
Patent:US10394323B2,采用,技术方法:改变模板,US10394323B2
Patent:US10394323B2,采用,技术方法:改变模板,US10394323B2
Patent:US10394323B2,基于,技术原理:认知状态与内容项相关联,US10394323B2
Patent:US10394323B2,包括,核心部件:处理器,US10394323B2
Patent:US10394323B2,包括,核心部件:硬件设备,US10394323B2
Patent:US10394323B2,包括,核心部件:用户界面,US10394323B2
Patent:US10394323B2,属于,技术主题:输入输出装置 (G06F3),US10394323B2
Patent:US10394323B2,公开国家,国家:美国,US10394323B2
Patent:US10394323B2,公开年,年份:2015,US10394323B2
Patent:US20200082735A1,解决,技术问题:保持用户具有最佳学习区,US20200082735A1
Patent:US20200082735A1,应用于,应用场景:虚拟现实场景,US20200082735A1
Patent:US20200082735A1,应用于,应用场景:虚拟现实图像内容显示,US20200082735A1
Patent:US20200082735A1,采用,技术方法:基于生物统计数据的反馈适配,US20200082735A1
Patent:US20200082735A1,采用,技术方法:预测分析,US20200082735A1
Patent:US20200082735A1,基于,技术原理:生物统计数据与心理/神经学因素的关联,US20200082735A1
技术方法:基于生物统计数据的反馈适配,处理,生物信号类型:脑电(EEG)数据,US20200082735A1
技术方法:基于生物统计数据的反馈适配,处理,生物信号类型:生物信号数据,US20200082735A1
技术方法:预测分析,处理,生物信号类型:生物信号数据,US20200082735A1
Patent:US20200082735A1,属于,技术主题:教学科目 (G09B19),US20200082735A1
Patent:US20200082735A1,公开国家,国家:美国,US20200082735A1
Patent:US20200082735A1,公开年,年份:2019,US20200082735A1
Patent:CN121265938A,解决,技术问题:精准干预,CN121265938A
Patent:CN121265938A,应用于,应用场景:虚拟现实认知训练,CN121265938A
Patent:CN121265938A,采用,技术方法:三维重建,CN121265938A
Patent:CN121265938A,采用,技术方法:三维重建,CN121265938A
Patent:CN121265938A,采用,技术方法:神经-行为特征提取,CN121265938A
Patent:CN121265938A,采用,技术方法:数字孪生动态建模,CN121265938A
Patent:CN121265938A,采用,技术方法:根据脑活动选择内容,CN121265938A
Patent:CN121265938A,采用,技术方法:虚拟场景元素动态调节,CN121265938A
Patent:CN121265938A,采用,技术方法:神经调控干预,CN121265938A
Patent:CN121265938A,采用,技术方法:训练数据闭环反馈,CN121265938A
Patent:CN121265938A,基于,技术原理:数字孪生,CN121265938A
Patent:CN121265938A,基于,技术原理:自适应策略,CN121265938A
Patent:CN121265938A,包括,核心部件:个体化虚拟训练场景生成模块,CN121265938A
Patent:CN121265938A,包括,核心部件:用户认知状态评估模块,CN121265938A
Patent:CN121265938A,包括,核心部件:认知强化干预指令集生成模块,CN121265938A
Patent:CN121265938A,包括,核心部件:个体化认知训练报告输出模块,CN121265938A
技术方法:神经-行为特征提取,处理,生物信号类型:实时多模态生理数据流,CN121265938A
技术方法:数字孪生动态建模,处理,生物信号类型:实时多模态生理数据流,CN121265938A
Patent:CN121265938A,属于,技术主题:精神治疗装置 (A61M21),CN121265938A
Patent:CN121265938A,公开国家,国家:中国,CN121265938A
Patent:CN121265938A,公开年,年份:2025,CN121265938A
Patent:US61589748P0,解决,技术问题:用户意图确定,US61589748P0
Patent:US61589748P0,解决,技术问题:用户意图确定,US61589748P0
Patent:US61589748P0,应用于,应用场景:用户与媒体系统的当前会话,US61589748P0
Patent:US61589748P0,采用,技术方法:生成刺激,US61589748P0
Patent:US61589748P0,采用,技术方法:提供触觉反馈,US61589748P0
Patent:US61589748P0,采用,技术方法:评估用户的脑活动,US61589748P0
Patent:US61589748P0,采用,技术方法:执行操作,US61589748P0
Patent:US61589748P0,基于,技术原理:阈下刺激,US61589748P0
Patent:US61589748P0,基于,技术原理:认知负荷最小化,US61589748P0
Patent:US61589748P0,包括,核心部件:阈下刺激模块,US61589748P0
Patent:US61589748P0,包括,核心部件:改变的感知体验模块,US61589748P0
Patent:US61589748P0,包括,核心部件:脑监视模块,US61589748P0
技术方法:评估用户的脑活动,处理,生物信号类型:脑活动,US61589748P0
Patent:US61589748P0,公开国家,国家:美国,US61589748P0
Patent:US61589748P0,公开年,年份:2012,US61589748P0
Patent:IL274608A,解决,技术问题:增加对传统和新媒体内容的参与度,IL274608A
Patent:IL274608A,解决,技术问题:简化数字和物理环境中输入设备的交互,IL274608A
Patent:IL274608A,解决,技术问题:提供用户认证工具,IL274608A
Patent:IL274608A,解决,技术问题:提供用户认证工具,IL274608A
Patent:IL274608A,应用于,应用场景:虚拟对象提供,IL274608A
Patent:IL274608A,应用于,应用场景:虚拟现实/增强现实,IL274608A
Patent:IL274608A,应用于,应用场景:定制内容,IL274608A
Patent:IL274608A,采用,技术方法:使用脑机接口表征与虚拟对象的交互,IL274608A
Patent:IL274608A,采用,技术方法:基于与交互相关的改进分类器调节虚拟对象特征,IL274608A
Patent:IL274608A,基于,技术原理:脑活动解码,IL274608A
Patent:IL274608A,包括,核心部件:脑机接口,IL274608A
Patent:IL274608A,包括,核心部件:分类单元,IL274608A
Patent:IL274608A,公开国家,国家:以色列,IL274608A
Patent:IL274608A,公开年,年份:2020,IL274608A
Patent:US11662816B2,解决,技术问题:快速为特定用户定制虚拟对象,US11662816B2
Patent:US11662816B2,应用于,应用场景:内容互动,US11662816B2
Patent:US11662816B2,应用于,应用场景:虚拟与增强现实产品互动,US11662816B2
Patent:US11662816B2,应用于,应用场景:简化交互,US11662816B2
Patent:US11662816B2,应用于,应用场景:提供用户认证工具,US11662816B2
Patent:US11662816B2,应用于,应用场景:提供用户认证工具,US11662816B2
Patent:US11662816B2,采用,技术方法:利用脑机接口表征与虚拟对象的交互,US11662816B2
Patent:US11662816B2,采用,技术方法:基于与交互相关的改进分类器调节虚拟对象特征,US11662816B2
Patent:US11662816B2,包括,核心部件:脑机接口,US11662816B2
Patent:US11662816B2,属于,技术主题:增强现实 (G06T19),US11662816B2
Patent:US11662816B2,公开国家,国家:美国,US11662816B2
Patent:US11662816B2,公开年,年份:2018,US11662816B2
Patent:EP4485395A1,解决,技术问题:生成高度个性化图像内容,EP4485395A1
Patent:EP4485395A1,解决,技术问题:将情绪应用于目标场景,EP4485395A1
Patent:EP4485395A1,解决,技术问题:情感影响,EP4485395A1
Patent:EP4485395A1,应用于,应用场景:用户沉浸,EP4485395A1
Patent:EP4485395A1,采用,技术方法:利用生成式人工智能(AI)生成高度个性化图像内容,EP4485395A1
Patent:EP4485395A1,采用,技术方法:结合脑电波数据,EP4485395A1
Patent:EP4485395A1,采用,技术方法:识别情绪,EP4485395A1
Patent:EP4485395A1,采用,技术方法:开发提示,EP4485395A1
Patent:EP4485395A1,采用,技术方法:调整提示中每个参数的权重,EP4485395A1
Patent:EP4485395A1,采用,技术方法:调整图像属性,EP4485395A1
Patent:EP4485395A1,基于,技术原理:通过调整图像属性（如色调、饱和度和光照）将情绪应用于目标场景,EP4485395A1
Patent:EP4485395A1,包括,核心部件:脑机接口(BCI)设备,EP4485395A1
Patent:EP4485395A1,包括,核心部件:生成式AI引擎,EP4485395A1
技术方法:结合脑电波数据,处理,生物信号类型:脑电信号,EP4485395A1
技术方法:识别情绪,处理,生物信号类型:脑电信号,EP4485395A1
Patent:EP4485395A1,属于,技术主题:生物识别 (G06V40),EP4485395A1
Patent:EP4485395A1,公开国家,国家:欧洲专利局,EP4485395A1
Patent:EP4485395A1,公开年,年份:2024,EP4485395A1
Patent:US2018341331A1,解决,技术问题:检测与神经系统相关的电信号,US2018341331A1
Patent:US2018341331A1,解决,技术问题:确定与虚拟环境中的虚拟对象的交互,US2018341331A1
Patent:US2018341331A1,解决,技术问题:确定触觉效果,US2018341331A1
Patent:US2018341331A1,应用于,应用场景:虚拟环境,US2018341331A1
Patent:US2018341331A1,应用于,应用场景:直接神经接口,US2018341331A1
Patent:US2018341331A1,采用,技术方法:接收传感器信号,US2018341331A1
Patent:US2018341331A1,采用,技术方法:确定交互,US2018341331A1
Patent:US2018341331A1,采用,技术方法:确定触觉效果,US2018341331A1
Patent:US2018341331A1,采用,技术方法:传输触觉信号,US2018341331A1
Patent:US2018341331A1,基于,技术原理:基于传感器信号确定交互,US2018341331A1
Patent:US2018341331A1,基于,技术原理:触觉效果,US2018341331A1
Patent:US2018341331A1,包括,核心部件:处理器,US2018341331A1
Patent:US2018341331A1,包括,核心部件:神经接口,US2018341331A1
Patent:US2018341331A1,包括,核心部件:触觉输出设备,US2018341331A1
技术方法:接收传感器信号,处理,生物信号类型:电信号,US2018341331A1
Patent:US2018341331A1,属于,技术主题:输入输出装置 (G06F3),US2018341331A1
Patent:US2018341331A1,公开国家,国家:美国,US2018341331A1
Patent:US2018341331A1,公开年,年份:2018,US2018341331A1
